q0p0;q0p1;q0p2;q1p0;q1p1;q1p2;s[0, 3];s[0, 4];s[0, 5];s[1, 3];s[1, 4];s[1, 5];s[2, 3];s[2, 4];s[2, 5];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8
7;23;0;45;0;46;37;-7;35;65;8;56;43;-19;30;-19;-7;8;30;35;37;43;56;65
22;45;47;2;13;19;6;24;34;34;40;61;47;41;46;6;24;34;34;40;41;46;47;61
5;12;13;2;47;5;-12;34;4;0;41;5;10;42;14;-12;0;4;5;10;14;34;41;42
7;34;8;33;39;34;25;41;30;59;65;52;21;37;38;21;25;30;37;38;41;52;59;65
43;30;24;22;44;6;51;84;43;40;74;23;38;63;22;22;23;38;40;43;51;63;74;84
39;46;31;13;39;19;52;78;38;50;73;58;34;58;35;34;35;38;50;52;58;58;73;78
25;11;20;3;10;19;14;22;39;6;1;10;14;14;26;1;6;10;14;14;14;22;26;39
10;13;6;16;28;6;21;36;13;21;21;13;18;32;4;4;13;13;18;21;21;21;32;36
13;23;31;15;21;15;17;30;28;23;42;37;27;52;36;17;23;27;28;30;36;37;42;52
35;2;36;12;16;33;43;39;59;13;14;16;45;48;68;13;14;16;39;43;45;48;59;68
39;35;15;41;27;41;74;61;72;71;55;72;47;25;39;25;39;47;55;61;71;72;72;74
23;49;39;13;44;26;30;54;34;57;88;67;46;82;55;30;34;46;54;55;57;67;82;88
45;39;27;36;31;2;79;70;32;65;51;37;51;46;13;13;32;37;46;51;51;65;70;79
29;26;31;5;39;13;31;68;33;16;63;35;28;50;31;16;28;31;31;33;35;50;63;68
5;32;24;49;44;33;54;32;35;66;70;62;57;50;40;32;35;40;50;54;57;62;66;70
18;2;3;34;40;31;51;42;45;25;35;21;36;33;29;21;25;29;33;35;36;42;45;51
19;26;12;36;46;48;42;53;47;45;55;61;46;39;44;39;42;44;45;46;47;53;55;61
39;5;25;33;44;22;56;63;59;34;30;11;48;60;30;11;30;30;34;48;56;59;60;63
39;31;32;37;48;38;71;79;66;66;66;51;66;78;56;51;56;66;66;66;66;71;78;79
16;31;18;42;38;46;49;38;60;58;65;75;48;40;49;38;40;48;49;49;58;60;65;75
45;26;36;42;10;44;73;48;85;50;24;50;65;43;77;24;43;48;50;50;65;73;77;85
45;33;23;34;30;42;62;71;75;61;54;63;47;46;56;46;47;54;56;61;62;63;71;75
24;36;16;39;19;43;45;42;59;62;54;66;36;34;53;34;36;42;45;53;54;59;62;66
30;49;15;30;38;0;54;51;22;78;72;36;33;43;2;2;22;33;36;43;51;54;72;78
34;36;40;0;13;48;23;43;70;29;31;65;28;34;72;23;28;29;31;34;43;65;70;72
31;10;49;33;49;0;64;78;27;28;42;7;74;78;40;7;27;28;40;42;64;74;78;78
28;15;15;37;43;13;49;63;22;35;49;18;51;48;14;14;18;22;35;48;49;49;51;63
13;38;12;14;46;7;16;57;18;37;76;39;7;54;14;7;14;16;18;37;39;54;57;76
27;45;42;31;10;49;55;22;57;71;39;76;67;33;86;22;33;39;55;57;67;71;76;86
2;31;6;36;47;0;27;40;-14;49;67;25;41;34;5;-14;5;25;27;34;40;41;49;67
20;40;23;30;49;28;37;56;41;56;73;56;43;61;45;37;41;43;45;56;56;56;61;73
25;46;4;22;41;2;31;49;9;55;77;41;21;40;0;0;9;21;31;40;41;49;55;77
24;6;30;8;29;6;13;47;22;0;34;3;29;39;23;0;3;13;22;23;29;34;39;47
33;10;30;30;33;46;63;50;68;39;29;55;54;49;74;29;39;49;50;54;55;63;68;74
6;26;49;8;27;48;1;22;48;18;39;66;53;68;96;1;18;22;39;48;53;66;68;96
46;7;7;5;24;7;50;66;49;-1;15;6;-8;25;5;-8;-1;5;6;15;25;49;50;66
7;40;1;33;42;45;40;41;36;73;70;68;16;28;28;16;28;28;36;40;41;68;70;73
16;33;49;14;8;0;28;19;-4;37;22;15;56;52;37;-4;15;19;22;28;37;37;52;56
7;23;46;11;33;7;4;34;-3;25;36;28;46;74;43;-3;4;25;28;34;36;43;46;74
8;31;47;35;21;22;43;28;15;62;32;47;79;52;56;15;28;32;43;47;52;56;62;79
38;35;10;19;14;10;47;45;38;43;46;25;21;10;6;6;10;21;25;38;43;45;46;47
16;17;47;42;31;22;47;45;27;40;48;20;79;67;56;20;27;40;45;47;48;56;67;79
45;29;13;37;18;2;71;58;40;63;33;21;41;23;6;6;21;23;33;40;41;58;63;71
33;21;32;34;11;24;47;27;48;44;32;43;63;28;43;27;28;32;43;43;44;47;48;63
8;40;2;47;26;21;45;17;18;68;58;47;33;21;20;17;18;20;21;33;45;47;58;68
13;7;9;29;21;5;27;20;13;18;22;-4;33;22;-4;-4;-4;13;18;20;22;22;27;33
28;32;33;23;38;32;38;52;53;52;65;55;50;57;50;38;50;50;52;52;53;55;57;65
5;28;14;18;16;3;8;6;7;39;29;21;26;26;1;1;6;7;8;21;26;26;29;39
39;31;16;42;22;12;64;44;42;67;46;26;57;38;20;20;26;38;42;44;46;57;64;67
21;39;16;43;24;21;55;28;37;69;61;55;41;29;29;28;29;29;37;41;55;55;61;69
19;20;39;46;25;18;64;26;30;58;29;18;80;52;46;18;26;29;30;46;52;58;64;80
16;41;47;20;3;11;27;7;8;53;24;42;59;47;57;7;8;24;27;42;47;53;57;59
36;7;35;6;34;0;27;57;33;-2;25;-1;38;67;33;-2;-1;25;27;33;33;38;57;67
6;15;11;9;12;19;5;4;11;9;20;28;12;8;27;4;5;8;9;11;12;20;27;28
38;26;9;47;19;2;70;52;30;62;33;25;45;14;-9;-9;14;25;30;33;45;52;62;70
18;39;7;10;36;15;11;34;32;48;68;34;3;24;17;3;11;17;24;32;34;34;48;68
15;19;3;14;42;41;12;56;51;28;53;46;15;38;37;12;15;28;37;38;46;51;53;56
25;31;2;26;9;39;42;16;53;47;40;52;11;11;34;11;11;16;34;40;42;47;52;53
26;41;43;16;25;30;35;45;55;43;49;71;58;68;68;35;43;45;49;55;58;68;68;71
7;41;26;10;11;45;11;13;42;51;37;75;25;23;66;11;13;23;25;37;42;51;66;75
16;24;37;10;48;14;18;63;23;24;52;34;35;77;47;18;23;24;34;35;47;52;63;77
41;36;36;22;11;37;60;37;60;56;37;71;58;34;65;34;37;37;56;58;60;60;65;71
24;47;18;3;11;31;9;17;49;39;45;59;6;12;40;6;9;12;17;39;40;45;49;59
38;39;5;48;37;33;66;74;54;85;69;52;35;42;26;26;35;42;52;54;66;69;74;85
25;1;42;47;38;36;58;51;41;44;27;34;78;64;58;27;34;41;44;51;58;58;64;78
27;21;18;2;8;19;12;22;36;14;12;35;13;17;37;12;12;13;14;17;22;35;36;37
34;12;29;44;15;10;65;49;29;51;15;13;54;32;22;13;15;22;29;32;49;51;54;65
49;22;4;44;28;13;90;66;61;56;49;24;47;24;7;7;24;24;47;49;56;61;66;90
10;14;28;28;23;28;37;23;33;36;33;25;42;37;39;23;25;33;33;36;37;37;39;42
39;43;4;48;33;36;70;72;64;83;75;68;38;21;31;21;31;38;64;68;70;72;75;83
20;12;3;1;48;36;2;58;36;8;56;46;-9;33;19;-9;2;8;19;33;36;46;56;58
32;30;32;6;32;45;38;62;69;16;53;70;33;62;68;16;33;38;53;62;62;68;69;70
17;2;21;31;47;35;35;50;48;26;35;26;36;48;36;26;26;35;35;36;36;48;48;50
7;6;11;36;19;30;28;6;24;32;21;30;35;24;32;6;21;24;24;28;30;32;32;35
16;41;33;29;6;20;36;13;36;58;40;51;42;27;43;13;27;36;36;40;42;43;51;58
38;47;10;19;8;4;53;27;29;50;43;51;18;6;3;3;6;18;27;29;43;50;51;53
0;26;4;11;22;41;-1;5;30;25;43;48;0;25;42;-1;0;5;25;25;30;42;43;48
34;26;38;49;11;37;72;33;52;73;25;63;82;31;62;25;31;33;52;62;63;72;73;82
48;8;29;49;21;12;81;68;47;50;19;14;66;41;41;14;19;41;41;47;50;66;68;81
9;10;23;13;3;6;21;11;3;8;-5;1;31;22;14;-5;1;3;8;11;14;21;22;31
40;37;1;32;14;12;59;39;41;53;47;47;30;2;9;2;9;30;39;41;47;47;53;59
39;11;12;12;47;30;46;71;67;23;40;29;16;42;23;16;23;23;29;40;42;46;67;71
39;46;22;38;37;43;71;65;74;66;63;72;44;45;59;44;45;59;63;65;66;71;72;74
6;5;35;43;27;15;37;17;3;39;26;7;74;62;31;3;7;17;26;31;37;39;62;74
29;27;34;20;7;34;32;25;44;41;15;50;50;36;62;15;25;32;36;41;44;50;50;62
35;7;39;2;46;6;31;71;32;-4;46;-5;29;76;44;-5;-4;29;31;32;44;46;71;76
44;12;33;6;28;9;42;63;36;18;23;2;23;56;34;2;18;23;23;34;36;42;56;63
23;20;18;12;1;17;24;16;32;23;5;22;22;17;31;5;16;17;22;22;23;24;31;32
26;20;7;29;45;49;44;58;73;39;55;58;25;35;46;25;35;39;44;46;55;58;58;73
44;7;42;42;19;14;73;47;48;41;21;4;68;46;44;4;21;41;44;46;47;48;68;73
31;40;42;8;11;29;22;22;47;40;51;63;40;44;54;22;22;40;40;44;47;51;54;63
43;4;31;26;44;21;69;86;50;30;31;16;39;65;41;16;30;31;39;41;50;65;69;86
26;24;10;29;44;42;39;69;51;40;56;63;30;46;45;30;39;40;45;46;51;56;63;69
40;38;22;0;38;31;25;69;52;27;73;49;22;58;48;22;25;27;48;49;52;58;69;73
31;24;22;36;40;19;57;54;32;40;54;26;40;60;22;22;26;32;40;40;54;54;57;60
9;8;31;10;9;37;12;2;41;17;-2;36;35;38;54;-2;2;12;17;35;36;38;41;54
34;15;47;10;45;14;42;79;39;17;48;18;49;72;42;17;18;39;42;42;48;49;72;79
3;1;4;14;33;43;7;22;33;-1;18;41;13;17;40;-1;7;13;17;18;22;33;40;41
22;39;4;19;34;11;36;51;26;52;70;31;9;29;-1;-1;9;26;29;31;36;51;52;70
12;26;10;4;28;23;-3;22;23;11;52;41;-4;30;27;-4;-3;11;22;23;27;30;41;52
43;47;17;41;25;45;83;63;86;86;52;81;43;38;43;38;43;43;52;63;81;83;86;86
21;20;13;28;32;23;38;52;28;37;35;34;26;37;24;24;26;28;34;35;37;37;38;52
34;0;29;49;22;46;72;45;79;45;15;39;78;44;65;15;39;44;45;45;65;72;78;79
29;6;9;30;15;20;42;30;33;30;12;25;35;12;20;12;12;20;25;30;30;33;35;42
3;31;11;40;2;11;36;-7;4;69;28;40;50;10;17;-7;4;10;17;28;36;40;50;69
26;42;39;49;18;25;70;32;38;90;60;60;86;50;64;32;38;50;60;60;64;70;86;90
41;12;31;18;42;9;58;66;41;13;38;8;29;64;23;8;13;23;29;38;41;58;64;66
5;5;9;0;20;6;-10;5;5;-3;23;2;-1;24;2;-10;-3;-1;2;2;5;5;23;24
23;0;8;9;44;1;28;56;14;-3;38;-13;15;47;8;-13;-3;8;14;15;28;38;47;56
33;37;40;36;29;12;59;53;30;68;64;44;69;64;35;30;35;44;53;59;64;64;68;69
20;24;15;0;15;8;11;29;14;9;29;21;5;15;11;5;9;11;11;14;15;21;29;29
6;36;30;39;14;42;45;5;35;70;43;73;58;32;69;5;32;35;43;45;58;69;70;73
29;28;20;25;43;43;37;61;66;41;65;66;31;49;61;31;37;41;49;61;61;65;66;66
16;25;16;7;17;0;7;24;3;15;24;10;10;30;11;3;7;10;10;11;15;24;24;30
43;33;26;13;21;40;40;46;79;41;41;68;38;46;48;38;40;41;41;46;46;48;68;79
43;23;11;14;37;37;56;76;75;34;50;42;20;32;41;20;32;34;41;42;50;56;75;76
36;23;1;22;34;15;50;57;43;38;45;29;14;33;7;7;14;29;33;38;43;45;50;57
34;40;40;16;7;39;41;25;65;44;37;64;50;39;73;25;37;39;41;44;50;64;65;73
14;34;29;4;8;11;8;15;19;25;41;44;25;30;39;8;15;19;25;25;30;39;41;44
26;23;23;12;29;5;21;50;15;23;47;11;35;36;22;11;15;21;22;23;35;36;47;50
15;16;31;6;21;0;18;36;2;11;24;6;18;47;20;2;6;11;18;18;20;24;36;47
6;2;22;1;3;47;-11;-11;53;-1;-7;46;22;6;53;-11;-11;-7;-1;6;22;46;53;53
47;17;20;22;34;13;50;75;44;39;42;12;23;39;28;12;23;28;39;39;42;44;50;75
40;2;27;43;24;47;80;63;85;39;19;44;70;47;61;19;39;44;47;61;63;70;80;85
25;1;19;1;38;18;6;44;35;-8;31;15;9;40;24;-8;6;9;15;24;31;35;40;44
17;14;26;24;15;2;31;28;5;21;15;14;46;28;13;5;13;14;15;21;28;28;31;46
14;11;12;22;35;29;35;34;26;13;42;20;16;31;29;13;16;20;26;29;31;34;35;42
47;44;33;35;4;30;80;39;75;63;30;62;56;24;60;24;30;39;56;60;62;63;75;80
26;10;15;34;34;48;41;43;66;25;40;56;45;38;57;25;38;40;41;43;45;56;57;66
18;2;20;17;16;41;19;20;40;10;3;24;29;31;57;3;10;19;20;24;29;31;40;57
16;4;49;23;19;46;28;30;52;24;23;42;60;49;95;23;24;28;30;42;49;52;60;95
6;36;29;45;36;42;31;30;46;80;57;69;59;56;63;30;31;46;56;57;59;63;69;80
49;39;10;44;17;45;79;57;80;64;53;72;35;22;47;22;35;47;53;57;64;72;79;80
42;15;32;14;39;13;40;80;42;24;48;19;40;68;37;19;24;37;40;40;42;48;68;80
12;10;8;49;47;4;46;46;16;39;42;12;52;50;-6;-6;12;16;39;42;46;46;50;52
19;31;46;42;14;8;48;24;21;65;32;23;72;40;37;21;23;24;32;37;40;48;65;72
48;17;20;33;47;14;74;88;47;35;62;24;38;56;24;24;24;35;38;47;56;62;74;88
13;19;15;14;43;10;14;38;23;24;57;28;20;50;14;14;14;20;23;24;28;38;50;57
45;9;28;29;11;0;67;51;43;30;10;5;37;36;23;5;10;23;30;36;37;43;51;67
47;18;8;23;46;34;60;77;72;35;58;32;21;38;42;21;32;35;38;42;58;60;72;77
8;29;49;5;25;29;-3;19;27;17;46;54;43;69;58;-3;17;19;27;43;46;54;58;69
14;25;22;49;29;4;63;23;9;57;43;16;59;42;20;9;16;20;23;42;43;57;59;63
17;8;15;11;20;18;9;17;23;16;17;15;12;33;33;9;12;15;16;17;17;23;33;33
25;22;1;13;8;10;35;24;19;31;15;32;12;-11;4;-11;4;12;15;19;24;31;32;35
33;21;8;36;24;2;55;57;18;49;43;17;27;21;8;8;17;18;21;27;43;49;55;57
22;48;19;16;2;40;30;17;42;60;37;72;35;10;56;10;17;30;35;37;42;56;60;72
37;16;37;9;1;16;27;21;52;24;11;23;46;28;45;11;21;23;24;27;28;45;46;52
31;28;26;27;37;4;45;50;30;54;65;23;34;50;30;23;30;30;34;45;50;50;54;65
34;28;36;3;47;47;31;72;73;28;68;62;26;82;69;26;28;31;62;68;69;72;73;82
13;36;0;48;46;41;42;55;45;77;66;73;38;34;23;23;34;38;42;45;55;66;73;77
28;14;45;41;27;39;61;44;54;53;30;37;67;69;66;30;37;44;53;54;61;66;67;69
26;19;7;8;44;49;29;62;56;24;59;54;14;48;53;14;24;29;48;53;54;56;59;62
14;8;1;40;45;48;53;48;50;33;52;41;22;35;46;22;33;35;41;46;48;50;52;53
14;29;27;49;1;38;45;15;51;59;23;63;70;19;48;15;19;23;45;48;51;59;63;70
38;14;20;32;9;25;51;39;56;35;6;33;51;15;25;6;15;25;33;35;39;51;51;56
25;35;13;24;5;32;49;14;44;41;38;55;23;5;41;5;14;23;38;41;41;44;49;55
5;6;43;19;12;16;8;11;10;8;17;13;46;46;50;8;8;10;11;13;17;46;46;50
37;32;18;46;4;13;75;24;40;71;17;41;54;12;15;12;15;17;24;40;41;54;71;75
10;35;18;22;35;35;12;33;35;39;65;59;20;53;51;12;20;33;35;39;51;53;59;65
34;13;11;14;41;24;30;64;39;14;50;17;7;32;26;7;14;17;26;30;32;39;50;64
15;1;32;16;16;3;20;17;17;3;14;-4;29;42;20;-4;3;14;17;17;20;20;29;42
12;20;33;47;43;1;56;42;-6;47;45;10;64;61;20;-6;10;20;42;45;47;56;61;64
31;9;27;28;49;26;55;69;55;26;51;20;43;64;44;20;26;43;44;51;55;55;64;69
23;45;1;42;19;20;56;38;35;76;48;57;23;11;21;11;21;23;35;38;48;56;57;76
8;21;3;24;44;32;15;35;24;30;45;51;18;27;18;15;18;18;24;27;30;35;45;51
3;34;40;27;25;32;18;8;32;41;43;54;51;64;60;8;18;32;41;43;51;54;60;64
4;17;16;23;27;43;26;23;34;35;36;41;33;25;46;23;25;26;33;34;35;36;41;46
22;14;26;17;39;27;38;45;49;18;35;26;42;48;48;18;26;35;38;42;45;48;48;49
42;2;10;30;44;5;54;68;34;13;39;4;40;49;4;4;4;13;34;39;40;49;54;68
8;9;8;6;10;45;-6;16;36;15;17;45;12;8;40;-6;8;12;15;16;17;36;40;45
16;29;6;26;21;40;35;26;51;41;44;66;13;19;36;13;19;26;35;36;41;44;51;66
32;5;23;29;46;41;41;70;59;15;48;39;42;60;63;15;39;41;42;48;59;60;63;70
13;6;11;12;45;28;23;42;32;10;31;25;13;39;35;10;13;23;25;31;32;35;39;42
19;25;47;14;25;0;23;43;17;33;31;25;45;66;37;17;23;25;31;33;37;43;45;66
21;19;22;39;25;38;57;41;41;51;28;55;46;41;44;28;41;41;41;44;46;51;55;57
36;29;20;48;8;13;67;40;40;63;23;38;59;8;13;8;13;23;38;40;40;59;63;67
4;2;41;47;32;18;36;33;2;31;17;20;80;57;39;2;17;20;31;33;36;39;57;80
45;46;41;30;28;43;65;61;87;75;68;69;70;60;67;60;61;65;67;68;69;70;75;87
45;21;16;19;0;9;61;25;51;37;16;15;28;15;18;15;15;16;18;25;28;37;51;61
35;22;31;36;27;39;71;44;56;41;42;47;48;39;56;39;41;42;44;47;48;56;56;71
26;38;34;18;9;11;26;15;24;47;33;46;33;34;33;15;24;26;33;33;33;34;46;47
49;48;44;46;13;16;76;45;59;87;58;44;81;37;55;37;44;45;55;58;59;76;81;87
16;3;32;33;23;22;46;29;33;36;6;10;61;45;46;6;10;29;33;36;45;46;46;61
24;47;21;23;21;46;29;30;54;68;55;84;30;25;55;25;29;30;30;54;55;55;68;84
8;31;27;4;35;45;11;35;35;29;46;72;29;57;62;11;29;29;35;35;46;57;62;72
35;1;24;1;11;25;34;30;41;-6;2;9;6;30;41;-6;2;6;9;30;30;34;41;41
37;17;30;33;28;47;60;50;82;37;35;53;44;38;76;35;37;38;44;50;53;60;76;82
18;4;46;42;22;12;49;37;24;39;7;5;82;61;44;5;7;24;37;39;44;49;61;82
6;37;1;6;39;0;2;33;-11;24;67;18;-1;30;-2;-11;-2;-1;2;18;24;30;33;67
35;4;48;21;45;21;44;70;55;11;36;24;65;92;49;11;24;36;44;49;55;65;70;92
22;47;13;45;1;29;51;4;32;82;28;74;41;6;38;4;6;28;32;38;41;51;74;82
47;40;0;16;5;8;60;37;51;45;25;32;9;-1;2;-1;2;9;25;32;37;45;51;60
22;29;24;45;19;31;50;21;48;72;46;54;60;38;46;21;38;46;46;48;50;54;60;72
19;19;36;32;16;34;33;29;52;50;16;40;63;42;63;16;29;33;40;42;50;52;63;63
27;38;24;9;26;7;24;51;31;39;51;45;26;43;18;18;24;26;31;39;43;45;51;51
29;14;36;47;45;38;69;65;67;46;48;45;73;67;60;45;46;48;60;65;67;67;69;73
8;35;40;35;7;41;29;2;36;55;34;74;68;37;71;2;29;34;36;37;55;68;71;74
33;28;37;11;45;9;26;59;24;20;59;34;46;75;33;20;24;26;33;34;46;59;59;75
36;30;36;8;13;3;39;43;21;25;35;26;41;37;35;21;25;26;35;35;37;39;41;43
28;19;3;42;17;40;68;25;52;58;18;40;26;6;24;6;18;24;25;26;40;52;58;68
7;29;27;31;33;33;30;35;38;51;51;42;49;59;48;30;35;38;42;48;49;51;51;59
22;41;33;14;16;1;17;20;23;48;39;31;30;49;14;14;17;20;23;30;31;39;48;49
12;46;48;47;31;48;48;30;50;81;61;82;77;72;84;30;48;50;61;72;77;81;82;84
10;10;13;30;23;38;28;24;33;37;22;32;26;31;31;22;24;26;28;31;31;32;33;37
21;28;3;44;34;31;48;52;39;64;44;55;38;20;28;20;28;38;39;44;48;52;55;64
6;34;47;30;11;49;32;7;50;63;34;63;74;46;95;7;32;34;46;50;63;63;74;95
9;8;47;29;1;34;22;10;33;30;-4;36;65;37;79;-4;10;22;30;33;36;37;65;79
7;22;26;3;1;48;-1;-9;45;18;9;56;15;14;55;-9;-1;9;14;15;18;45;55;56
41;45;29;28;23;18;50;62;40;73;59;43;57;46;28;28;40;43;46;50;57;59;62;73
17;9;31;8;41;16;21;54;15;-1;30;6;28;67;27;-1;6;15;21;27;28;30;54;67
42;37;34;17;28;19;43;54;43;35;54;47;36;44;40;35;36;40;43;43;44;47;54;54
39;15;10;26;31;19;54;64;50;33;39;19;18;36;22;18;19;22;33;36;39;50;54;64
10;16;17;15;15;4;5;16;6;18;21;5;25;20;2;2;5;5;6;16;18;20;21;25
31;14;19;14;21;11;45;35;24;8;22;9;17;34;24;8;9;17;22;24;24;34;35;45
0;22;41;32;19;18;22;-1;1;48;27;34;72;53;51;-1;1;22;27;34;48;51;53;72
9;18;2;6;41;5;5;32;-3;5;44;14;-5;36;-4;-5;-4;-3;5;5;14;32;36;44
22;44;42;3;0;5;8;8;16;34;24;36;28;30;44;8;8;16;24;28;30;34;36;44
24;19;0;41;49;20;49;65;31;42;67;26;39;38;11;11;26;31;38;39;42;49;65;67
47;3;21;29;30;4;66;58;43;19;31;6;38;42;9;6;9;19;31;38;42;43;58;66
38;19;30;36;30;21;62;57;41;42;39;31;50;51;47;31;39;41;42;47;50;51;57;62
45;18;9;23;0;17;58;41;43;24;3;27;31;7;21;3;7;21;24;27;31;41;43;58
28;19;38;33;15;33;50;30;58;44;31;32;56;47;51;30;31;32;44;47;50;51;56;58
49;43;25;26;16;7;75;54;55;68;43;39;48;30;28;28;30;39;43;48;54;55;68;75
21;35;26;40;21;39;42;39;53;72;54;60;47;38;51;38;39;42;47;51;53;54;60;72
24;9;27;38;14;46;43;29;69;39;5;54;49;21;64;5;21;29;39;43;49;54;64;69
25;27;36;19;16;24;44;29;43;44;40;48;35;43;57;29;35;40;43;43;44;44;48;57
5;5;21;9;7;42;13;-7;39;10;4;45;24;20;54;-7;4;10;13;20;24;39;45;54
32;20;49;20;0;29;40;13;47;20;16;49;55;33;70;13;16;20;33;40;47;49;55;70
30;43;47;42;34;37;66;53;48;84;71;60;84;75;73;48;53;60;66;71;73;75;84;84
9;40;43;11;41;43;13;45;32;39;68;74;36;74;74;13;32;36;39;45;68;74;74;74
3;5;27;5;22;34;5;18;20;8;18;32;16;35;41;5;8;16;18;18;20;32;35;41
34;29;48;29;20;44;63;35;58;57;33;58;58;62;86;33;35;57;58;58;58;62;63;86
41;15;44;32;2;19;70;29;45;47;10;32;74;44;44;10;29;32;44;44;45;47;70;74
20;8;32;13;18;24;23;33;33;6;24;22;40;46;53;6;22;23;24;33;33;40;46;53
45;26;8;3;19;8;32;64;41;18;42;23;6;22;0;0;6;18;22;23;32;41;42;64
27;12;39;26;40;38;50;48;49;33;42;50;60;65;62;33;42;48;49;50;50;60;62;65
36;0;21;14;33;47;34;52;77;5;14;43;30;50;64;5;14;30;34;43;50;52;64;77
4;47;13;48;29;25;49;13;24;78;69;66;50;25;35;13;24;25;35;49;50;66;69;78
33;42;35;20;34;12;44;56;31;48;57;37;40;49;45;31;37;40;44;45;48;49;56;57
24;26;8;31;32;21;50;47;29;50;55;47;35;22;16;16;22;29;35;47;47;50;50;55
7;18;47;34;39;29;37;44;24;37;53;46;62;82;74;24;37;37;44;46;53;62;74;82
12;41;30;14;20;17;9;24;15;54;42;40;41;38;41;9;15;24;38;40;41;41;42;54
11;37;36;22;42;3;32;34;13;51;78;20;57;69;25;13;20;25;32;34;51;57;69;78
32;10;17;43;20;24;70;50;53;35;17;25;60;18;27;17;18;25;27;35;50;53;60;70
1;35;29;11;29;9;-4;18;7;37;56;44;24;46;23;-4;7;18;23;24;37;44;46;56
6;45;4;18;24;21;20;28;17;49;49;47;12;24;20;12;17;20;20;24;28;47;49;49
37;8;12;17;44;20;39;68;54;18;42;23;25;45;30;18;23;25;30;39;42;45;54;68
37;15;27;3;12;7;34;29;30;8;16;9;22;27;27;8;9;16;22;27;27;29;30;34
9;17;6;44;0;20;43;6;19;60;-2;25;41;-8;22;-8;-2;6;19;22;25;41;43;60
2;9;25;49;30;44;40;19;42;45;27;33;73;45;61;19;27;33;40;42;45;45;61;73
24;49;25;49;38;30;60;48;46;82;80;71;59;62;40;40;46;48;59;60;62;71;80;82
11;19;13;44;1;41;53;-5;40;55;1;59;39;12;39;-5;1;12;39;39;40;53;55;59
2;1;27;12;24;25;-2;24;26;-3;22;21;30;38;52;-3;-2;21;22;24;26;30;38;52
40;14;37;43;2;41;80;28;79;51;2;54;79;23;59;2;23;28;51;54;59;79;79;80
3;37;39;18;30;2;1;31;4;45;51;22;50;58;37;1;4;22;31;37;45;50;51;58
18;8;39;28;34;14;27;41;14;28;33;4;66;70;38;4;14;27;28;33;38;41;66;70
24;13;20;10;20;3;31;30;27;4;29;1;23;21;10;1;4;10;21;23;27;29;30;31
10;2;28;12;15;19;18;12;22;5;-3;9;31;25;46;-3;5;9;12;18;22;25;31;46
30;23;38;26;25;33;48;43;43;40;35;40;62;48;55;35;40;40;43;43;48;48;55;62
17;48;6;33;30;5;38;36;16;81;61;41;29;34;8;8;16;29;34;36;38;41;61;81
39;34;41;12;15;19;50;53;42;28;36;39;42;46;53;28;36;39;42;42;46;50;53;53
20;19;13;49;3;18;64;10;26;62;19;30;57;5;11;5;10;11;19;26;30;57;62;64
12;49;6;35;30;47;47;31;45;68;69;84;40;35;36;31;35;36;40;45;47;68;69;84
13;41;1;45;46;8;45;46;16;82;72;39;32;41;-4;-4;16;32;39;41;45;46;72;82
17;13;15;17;34;29;14;45;27;13;27;23;14;31;29;13;14;14;23;27;27;29;31;45
45;21;35;43;8;41;86;34;75;57;28;49;71;25;58;25;28;34;49;57;58;71;75;86
3;20;12;13;44;22;13;31;13;33;51;25;18;37;27;13;13;18;25;27;31;33;37;51
21;42;30;47;43;47;55;64;60;73;80;78;74;69;58;55;58;60;64;69;73;74;78;80
24;5;16;13;26;12;34;48;16;13;25;7;25;26;17;7;13;16;17;25;25;26;34;48
34;41;44;6;2;44;31;19;70;44;25;80;35;40;71;19;25;31;35;40;44;70;71;80
38;1;5;0;24;48;27;47;85;-8;5;39;-12;14;48;-12;-8;5;14;27;39;47;48;85
31;1;27;38;23;36;69;40;65;22;18;24;54;35;63;18;22;24;35;40;54;63;65;69
38;34;16;24;21;39;50;40;68;51;45;69;26;21;54;21;26;40;45;50;51;54;68;69
7;43;46;20;22;19;7;12;25;50;55;56;56;52;50;7;12;25;50;50;52;55;56;56
48;15;21;11;15;31;50;51;68;7;28;35;13;27;32;7;13;27;28;32;35;50;51;68
28;17;7;47;7;49;63;19;72;52;17;49;39;11;47;11;17;19;39;47;49;52;63;72
23;49;33;48;24;12;56;37;20;77;58;59;63;53;28;20;28;37;53;56;58;59;63;77
6;35;44;9;16;47;14;14;34;43;48;80;41;57;87;14;14;34;41;43;48;57;80;87
16;2;34;37;45;1;49;49;3;32;41;-6;61;73;16;-6;3;16;32;41;49;49;61;73
35;33;2;38;17;9;55;48;44;68;36;31;29;-1;6;-1;6;29;31;36;44;48;55;68
23;7;33;6;2;49;25;25;68;2;6;48;26;35;80;2;6;25;25;26;35;48;68;80
38;42;6;41;11;4;62;32;30;67;46;45;31;-2;-7;-7;-2;30;31;32;45;46;62;67
16;15;38;0;19;45;-3;33;61;8;20;53;31;40;70;-3;8;20;31;33;40;53;61;70
35;30;47;14;20;19;39;47;47;41;33;45;49;52;66;33;39;41;45;47;47;49;52;66
19;21;9;9;13;10;9;21;20;15;31;18;11;11;4;4;9;11;11;15;18;20;21;31
