q0p0;q0p1;q1p0;q1p1;q1p2;s[0, 2];s[0, 3];s[0, 4];s[1, 2];s[1, 3];s[1, 4];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5
3;19;15;29;16;3;32;11;18;43;28;3;11;18;28;32;43
44;29;19;48;29;46;75;60;47;73;58;46;47;58;60;73;75
46;30;45;39;5;88;73;45;65;69;32;32;45;65;69;73;88
34;2;26;8;23;54;30;41;23;3;25;3;23;25;30;41;54
29;15;9;27;24;37;41;51;13;25;37;13;25;37;37;41;51
2;36;48;35;36;37;29;26;69;60;71;26;29;37;60;69;71
48;2;48;47;42;83;88;73;40;47;33;33;40;47;73;83;88
44;5;15;6;29;45;41;53;5;0;15;0;5;15;41;45;53
3;8;43;17;48;34;17;51;39;24;40;17;24;34;39;40;51
4;27;12;27;14;10;20;2;22;37;37;2;10;20;22;37;37
9;38;10;29;18;6;38;27;29;58;56;6;27;29;38;56;58
12;44;31;47;11;42;59;3;55;71;41;3;41;42;55;59;71
10;8;29;21;28;34;22;18;17;11;31;11;17;18;22;31;34
44;36;31;3;37;65;39;62;64;23;70;23;39;62;64;65;70
44;11;43;31;11;78;63;36;37;38;9;9;36;37;38;63;78
37;35;37;48;33;71;85;70;70;63;62;62;63;70;70;71;85
16;21;34;36;47;36;41;44;47;42;49;36;41;42;44;47;49
28;48;7;20;48;31;30;74;49;66;87;30;31;49;66;74;87
26;4;43;32;12;68;50;27;44;23;5;5;23;27;44;50;68
42;3;41;40;49;75;65;78;24;41;51;24;41;51;65;75;78
31;44;22;29;8;47;60;37;60;57;39;37;39;47;57;60;60
49;16;1;35;31;47;75;67;9;38;37;9;37;38;47;67;75
36;3;49;46;22;84;77;41;35;47;6;6;35;41;47;77;84
13;49;34;12;8;32;22;19;63;51;47;19;22;32;47;51;63
26;34;2;41;35;22;66;57;18;63;69;18;22;57;63;66;69
39;32;46;17;23;72;45;53;69;43;50;43;45;50;53;69;72
20;33;12;18;5;15;31;8;42;35;32;8;15;31;32;35;42
2;31;1;12;42;0;2;30;29;30;66;0;2;29;30;30;66
8;26;8;41;26;11;36;28;17;57;45;11;17;28;36;45;57
45;8;10;13;38;43;44;76;4;16;27;4;16;27;43;44;76
29;23;46;0;48;61;13;73;69;8;52;8;13;52;61;69;73
46;42;0;22;40;41;68;85;30;47;68;30;41;47;68;68;85
18;36;19;15;12;35;30;30;38;32;35;30;30;32;35;35;38
14;19;18;11;8;27;15;8;27;14;20;8;14;15;20;27;27
10;45;47;48;19;56;57;29;90;76;44;29;44;56;57;76;90
6;24;35;39;24;23;38;21;51;46;44;21;23;38;44;46;51
37;20;1;9;35;24;30;61;3;24;49;3;24;24;30;49;61
10;45;15;17;49;19;15;48;42;59;94;15;19;42;48;59;94
23;19;38;5;32;41;8;37;50;20;40;8;20;37;40;41;50
44;23;37;30;31;76;60;63;55;39;36;36;39;55;60;63;76
31;25;15;19;8;31;45;27;31;41;20;20;27;31;31;41;45
25;28;8;24;13;15;32;32;20;37;39;15;20;32;32;37;39
23;23;44;30;18;54;39;23;55;36;33;23;33;36;39;54;55
16;21;26;25;42;26;22;42;30;26;44;22;26;26;30;42;44
5;23;41;29;18;42;16;19;48;50;34;16;19;34;42;48;50
37;18;45;17;14;78;37;48;55;20;19;19;20;37;48;55;78
1;47;30;3;27;19;-11;24;64;48;68;-11;19;24;48;64;68
48;46;43;4;33;83;51;61;72;36;68;36;51;61;68;72;83
2;37;1;27;30;-4;15;18;22;59;55;-4;15;18;22;55;59
32;31;48;13;12;66;44;32;75;33;23;23;32;33;44;66;75
37;37;33;3;11;66;39;40;69;23;46;23;39;40;46;66;69
37;36;11;49;46;29;77;80;43;74;62;29;43;62;74;77;80
4;48;30;44;22;34;31;23;62;74;57;23;31;34;57;62;74
38;21;32;7;6;65;42;31;34;10;20;10;20;31;34;42;65
0;41;10;9;32;-4;5;23;47;31;72;-4;5;23;31;47;72
23;17;14;40;17;29;52;36;13;46;23;13;23;29;36;46;52
9;17;6;39;22;11;44;31;6;39;23;6;11;23;31;39;44
26;19;17;30;25;43;52;39;25;45;24;24;25;39;43;45;52
11;20;33;19;31;28;26;41;49;32;34;26;28;32;34;41;49
8;14;4;37;49;2;45;52;3;49;44;2;3;44;45;49;52
17;5;36;12;19;40;20;33;23;5;20;5;20;20;23;33;40
30;5;27;45;17;44;59;42;13;31;20;13;20;31;42;44;59
0;35;16;2;16;11;-5;3;37;23;42;-5;3;11;23;37;42
27;43;9;45;15;30;60;34;41;81;41;30;34;41;41;60;81
44;20;28;7;5;62;36;29;34;17;16;16;17;29;34;36;62
6;37;24;18;12;27;10;17;44;51;49;10;17;27;44;49;51
45;22;26;31;6;55;65;45;30;48;15;15;30;45;48;55;65
10;14;6;27;11;6;30;6;20;30;14;6;6;14;20;30;30
25;43;37;16;3;47;37;23;61;46;32;23;32;37;46;47;61
0;44;32;49;39;25;34;38;67;79;76;25;34;38;67;76;79
7;7;21;28;7;27;33;2;16;35;-3;-3;2;16;27;33;35
22;37;23;21;35;27;33;53;50;42;64;27;33;42;50;53;64
18;20;14;41;18;31;41;34;19;46;22;19;22;31;34;41;46
26;9;34;34;14;59;44;22;36;39;6;6;22;36;39;44;59
4;35;29;8;45;20;4;33;59;39;76;4;20;33;39;59;76
39;30;42;17;10;65;47;36;64;31;32;31;32;36;47;64;65
0;32;8;48;32;4;31;23;32;80;48;4;23;31;32;48;80
6;49;48;46;0;37;52;-14;84;85;41;-14;37;41;52;84;85
24;49;45;17;34;58;24;46;94;57;78;24;46;57;58;78;94
44;33;23;46;34;52;74;60;47;68;51;47;51;52;60;68;74
4;40;2;32;39;5;32;26;33;54;62;5;26;32;33;54;62
33;15;34;7;21;60;40;41;36;12;17;12;17;36;40;41;60
4;30;12;19;13;-2;12;7;31;48;43;-2;7;12;31;43;48
26;10;7;14;4;17;40;16;2;23;-5;-5;2;16;17;23;40
18;45;44;8;28;46;10;29;77;35;72;10;29;35;46;72;77
29;7;39;38;20;67;61;41;34;40;15;15;34;40;41;61;67
43;23;3;9;46;28;38;72;16;32;65;16;28;32;38;65;72
3;35;29;33;41;29;17;37;45;60;57;17;29;37;45;57;60
20;21;27;3;16;38;10;21;45;18;21;10;18;21;21;38;45
33;5;26;15;1;45;32;32;16;0;-7;-7;0;16;32;32;45
32;2;46;27;4;73;45;29;45;9;-10;-10;9;29;45;45;73
49;46;36;20;47;75;57;96;65;50;78;50;57;65;75;78;96
48;18;47;40;19;90;77;54;55;51;29;29;51;54;55;77;90
5;12;11;38;39;10;24;40;13;46;36;10;13;24;36;40;46
12;44;5;10;30;1;2;28;42;42;73;1;2;28;42;42;73
20;2;38;45;45;53;49;45;37;43;38;37;38;43;45;49;53
35;44;7;31;15;39;59;43;34;56;41;34;39;41;43;56;59
2;49;33;22;47;16;20;42;78;52;92;16;20;42;52;78;92
18;10;6;7;2;7;7;2;1;2;-1;-1;1;2;2;7;7
10;47;43;45;29;49;38;28;71;88;60;28;38;49;60;71;88
29;41;23;32;43;37;49;72;57;67;81;37;49;57;67;72;81
28;31;23;18;43;34;28;52;47;31;70;28;31;34;47;52;70
5;42;45;40;24;39;31;12;76;63;50;12;31;39;50;63;76
5;26;14;9;19;11;-2;20;20;25;25;-2;11;20;20;25;25
25;42;46;2;42;70;19;49;83;37;66;19;37;49;66;70;83
22;10;27;5;29;45;23;49;24;0;19;0;19;23;24;45;49
38;5;1;25;42;39;49;74;-13;23;32;-13;23;32;39;49;74
25;7;39;40;35;47;46;46;46;44;35;35;44;46;46;46;47
30;8;1;21;23;24;49;43;-1;12;27;-1;12;24;27;43;49
18;42;2;31;14;11;33;12;34;70;51;11;12;33;34;51;70
24;29;40;5;45;44;23;52;52;24;55;23;24;44;52;52;55
39;18;35;39;13;72;58;43;38;50;16;16;38;43;50;58;72
7;18;43;19;15;36;12;17;59;33;16;12;16;17;33;36;59
20;11;14;48;16;20;58;34;9;40;23;9;20;23;34;40;58
27;8;44;14;38;58;26;48;51;19;26;19;26;26;48;51;58
15;10;19;48;16;19;60;19;24;46;20;19;19;20;24;46;60
43;26;22;7;31;56;31;54;31;19;42;19;31;31;42;54;56
34;40;20;35;0;52;50;20;50;68;39;20;39;50;50;52;68
19;24;34;45;49;47;60;52;57;51;66;47;51;52;57;60;66
21;5;19;10;24;37;22;27;12;1;20;1;12;20;22;27;37
11;38;41;33;36;51;25;39;64;62;67;25;39;51;62;64;67
47;22;0;37;27;39;67;63;22;46;45;22;39;45;46;63;67
15;32;14;12;46;10;22;48;33;43;78;10;22;33;43;48;78
29;37;13;23;38;32;36;59;43;44;57;32;36;43;44;57;59
27;12;42;22;31;49;29;38;38;34;24;24;29;34;38;38;49
4;33;16;14;38;12;14;35;49;31;61;12;14;31;35;49;61
12;17;9;19;22;20;19;16;13;26;37;13;16;19;20;26;37
6;0;1;4;40;3;-1;40;1;3;23;-1;1;3;3;23;40
21;43;34;7;14;38;17;23;71;37;49;17;23;37;38;49;71
14;9;1;36;33;-4;48;42;7;30;33;-4;7;30;33;42;48
13;40;24;18;47;37;25;40;48;56;85;25;37;40;48;56;85
11;49;49;6;48;41;0;43;92;53;96;0;41;43;53;92;96
17;31;47;40;5;44;37;16;70;64;35;16;35;37;44;64;70
9;5;19;42;45;23;33;44;5;27;30;5;23;27;30;33;44
36;18;24;22;22;42;56;55;29;32;20;20;29;32;42;55;56
39;17;35;7;8;70;41;38;44;11;12;11;12;38;41;44;70
23;0;47;17;29;65;30;36;33;3;21;3;21;30;33;36;65
34;2;22;16;36;55;37;56;5;1;30;1;5;30;37;55;56
47;3;19;13;17;52;44;64;5;13;3;3;5;13;44;52;64
41;25;45;2;39;67;23;77;67;17;64;17;23;64;67;67;77
2;31;10;8;37;0;-7;25;24;28;60;-7;0;24;25;28;60
27;45;12;26;9;22;37;19;43;55;54;19;22;37;43;54;55
26;33;23;18;25;44;31;31;56;44;40;31;31;40;44;44;56
14;19;28;35;28;25;30;40;44;53;43;25;30;40;43;44;53
49;38;18;23;42;60;63;75;50;58;76;50;58;60;63;75;76
26;23;21;9;30;29;26;46;24;21;47;21;24;26;29;46;47
0;45;11;17;4;-5;1;-4;42;47;34;-5;-4;1;34;42;47
27;39;48;3;21;61;19;48;67;38;43;19;38;43;48;61;67
18;31;28;44;5;41;61;15;50;55;21;15;21;41;50;55;61
2;44;42;27;42;38;18;27;70;54;72;18;27;38;54;70;72
44;7;4;22;25;34;51;65;7;13;18;7;13;18;34;51;65
10;35;29;42;15;19;52;7;55;75;30;7;19;30;52;55;75
16;43;27;44;46;40;60;47;55;80;89;40;47;55;60;80;89
12;41;49;30;27;60;30;20;81;62;60;20;30;60;60;62;81
23;25;0;6;6;9;26;25;16;27;16;9;16;16;25;26;27
28;44;18;12;33;44;23;55;52;42;69;23;42;44;52;55;69
34;25;22;47;48;41;71;78;27;57;58;27;41;57;58;71;78
25;38;26;29;20;49;34;35;55;47;45;34;35;45;47;49;55
24;14;6;3;17;15;26;21;16;4;28;4;15;16;21;26;28
16;17;30;3;15;42;2;22;44;16;21;2;16;21;22;42;44
10;19;17;45;23;13;51;13;33;56;29;13;13;29;33;51;56
40;32;23;16;30;51;53;57;38;44;58;38;44;51;53;57;58
8;27;9;39;5;7;28;13;31;59;28;7;13;28;28;31;59
37;5;37;11;13;72;41;50;22;1;6;1;6;22;41;50;72
45;40;32;47;24;60;75;57;55;68;62;55;57;60;62;68;75
49;9;27;28;6;57;77;35;21;34;5;5;21;34;35;57;77
33;22;35;33;21;50;59;43;53;52;36;36;43;50;52;53;59
11;19;34;42;30;28;39;35;47;44;42;28;35;39;42;44;47
0;4;7;11;43;-10;-4;37;-6;-4;34;-10;-6;-4;-4;34;37
25;29;12;34;48;19;54;56;33;63;71;19;33;54;56;63;71
28;47;5;49;49;25;69;64;36;87;90;25;36;64;69;87;90
46;19;31;22;47;58;65;83;33;23;52;23;33;52;58;65;83
36;26;13;42;4;49;66;33;19;58;21;19;21;33;49;58;66
11;1;30;22;11;37;22;17;11;7;5;5;7;11;17;22;37
4;46;18;32;3;22;23;-9;60;59;41;-9;22;23;41;59;60
10;18;14;22;46;23;30;52;22;24;56;22;23;24;30;52;56
36;33;25;12;23;55;38;46;46;35;40;35;38;40;46;46;55
11;18;10;47;49;20;54;46;26;45;67;20;26;45;46;54;67
14;38;13;26;21;16;31;27;31;56;40;16;27;31;31;40;56
9;16;33;10;2;26;9;-4;36;9;13;-4;9;9;13;26;36
36;38;23;47;2;45;71;33;56;81;27;27;33;45;56;71;81
48;32;39;16;46;81;47;86;53;41;58;41;47;53;58;81;86
21;20;30;2;49;35;7;62;35;8;58;7;8;35;35;58;62
18;8;13;4;0;31;8;18;4;10;3;3;4;8;10;18;31
34;25;12;16;43;36;34;69;17;30;62;17;30;34;36;62;69
36;43;24;33;7;57;62;42;50;72;50;42;50;50;57;62;72
27;42;12;48;48;20;61;56;36;88;71;20;36;56;61;71;88
24;21;10;11;22;16;32;27;27;12;39;12;16;27;27;32;39
10;2;49;35;31;42;39;21;48;31;29;21;29;31;39;42;48
4;2;11;16;6;9;0;2;9;4;-3;-3;0;2;4;9;9
19;9;32;21;10;38;20;17;32;18;12;12;17;18;20;32;38
28;49;7;29;1;18;52;16;53;58;46;16;18;46;52;53;58
16;34;36;31;40;41;38;38;63;65;72;38;38;41;63;65;72
16;11;25;47;22;39;55;37;26;38;33;26;33;37;38;39;55
45;20;31;36;48;64;62;88;44;45;59;44;45;59;62;64;88
27;46;12;12;11;33;33;23;51;54;37;23;33;33;37;51;54
35;45;8;26;0;39;59;33;47;63;30;30;33;39;47;59;63
14;32;43;37;36;38;38;41;67;63;65;38;38;41;63;65;67
24;6;37;37;41;52;48;61;43;24;35;24;35;43;48;52;61
48;32;44;44;0;89;91;38;75;61;15;15;38;61;75;89;91
15;48;35;30;27;33;35;37;78;65;56;33;35;37;56;65;78
35;29;31;40;18;51;65;51;53;58;33;33;51;51;53;58;65
35;14;8;42;38;39;72;57;18;47;34;18;34;39;47;57;72
38;4;13;13;45;47;34;81;6;14;37;6;14;34;37;47;81
11;12;34;3;40;33;14;46;30;14;41;14;14;30;33;41;46
8;21;6;13;8;-2;3;3;20;34;29;-2;3;3;20;29;34
24;24;24;4;1;28;9;23;33;27;22;9;22;23;27;28;33
32;45;41;13;39;72;29;63;77;58;84;29;58;63;72;77;84
35;27;49;6;45;83;32;71;62;19;61;19;32;61;62;71;83
38;21;41;17;10;78;49;38;55;19;31;19;31;38;49;55;78
22;1;0;28;6;8;42;23;1;14;-9;-9;1;8;14;23;42
31;8;42;49;36;55;72;56;39;44;32;32;39;44;55;56;72
48;0;35;1;8;70;39;55;21;-5;-2;-5;-2;21;39;55;70
41;18;49;36;46;80;59;81;55;41;64;41;55;59;64;80;81
44;32;43;46;40;80;77;68;70;67;64;64;67;68;70;77;80
10;29;22;11;2;19;4;8;37;35;23;4;8;19;23;35;37
4;36;1;4;8;-9;7;-3;25;24;33;-9;-3;7;24;25;33
19;12;5;1;20;4;1;29;9;-4;30;-4;1;4;9;29;30
31;7;17;45;21;46;57;39;16;52;28;16;28;39;46;52;57
25;4;8;3;34;25;13;45;5;-1;38;-1;5;13;25;38;45
28;7;46;3;20;56;31;33;50;2;22;2;22;31;33;50;56
48;8;18;24;5;51;70;50;18;20;0;0;18;20;50;51;70
3;27;29;42;3;29;31;3;52;54;10;3;10;29;31;52;54
36;1;19;27;46;35;59;79;15;8;28;8;15;28;35;59;79
27;37;15;20;43;42;36;60;34;45;65;34;36;42;45;60;65
30;6;4;38;45;26;56;72;-5;36;49;-5;26;36;49;56;72
19;12;20;2;20;35;13;20;32;14;31;13;14;20;31;32;35
49;28;30;39;45;71;75;75;39;67;66;39;66;67;71;75;75
29;1;49;48;29;58;62;51;35;37;27;27;35;37;51;58;62
34;31;39;5;48;70;34;67;62;24;61;24;34;61;62;67;70
33;38;45;27;8;71;56;24;64;51;45;24;45;51;56;64;71
23;16;36;3;44;45;20;49;33;16;48;16;20;33;45;48;49
22;35;3;21;17;9;31;26;21;47;37;9;21;26;31;37;47
11;2;18;2;44;25;5;41;1;-5;45;-5;1;5;25;41;45
12;3;4;35;42;9;45;52;-5;37;38;-5;9;37;38;45;52
15;37;25;35;40;37;31;36;42;58;68;31;36;37;42;58;68
37;14;20;35;1;39;54;28;25;49;6;6;25;28;39;49;54
10;13;23;38;7;33;48;16;20;41;19;16;19;20;33;41;48
38;10;38;40;3;66;58;37;31;50;-7;-7;31;37;50;58;66
47;31;26;4;47;73;42;89;54;24;74;24;42;54;73;74;89
17;19;43;19;1;59;34;16;46;19;20;16;19;20;34;46;59
41;13;0;43;1;27;65;33;4;49;5;4;5;27;33;49;65
33;40;15;10;25;37;34;40;47;36;56;34;36;37;40;47;56
20;12;10;40;8;28;57;20;21;42;12;12;20;21;28;42;57
3;6;27;49;33;27;36;18;20;41;22;18;20;22;27;36;41
4;30;23;22;16;25;6;6;43;40;38;6;6;25;38;40;43
4;1;3;26;43;3;10;44;-7;18;26;-7;3;10;18;26;44
46;5;11;9;23;40;48;58;0;10;23;0;10;23;40;48;58
6;42;40;13;38;31;14;25;67;50;80;14;25;31;50;67;80
23;28;22;31;7;32;43;27;40;56;23;23;27;32;40;43;56
0;47;1;16;32;-11;5;32;47;44;62;-11;5;32;44;47;62
33;38;4;19;33;23;46;47;35;37;69;23;35;37;46;47;69
41;28;15;33;13;40;62;51;42;57;27;27;40;42;51;57;62
43;38;5;26;44;42;65;67;27;45;73;27;42;45;65;67;73
42;47;15;36;25;48;73;49;53;83;61;48;49;53;61;73;83
17;48;8;29;27;6;32;44;54;66;70;6;32;44;54;66;70
30;22;2;28;48;28;47;70;13;42;67;13;28;42;47;67;70
35;24;2;23;17;31;40;41;21;27;26;21;26;27;31;40;41
44;40;11;44;3;42;75;44;49;73;36;36;42;44;49;73;75
21;28;30;17;42;35;18;48;54;36;57;18;35;36;48;54;57
23;42;49;49;11;66;66;20;74;81;47;20;47;66;66;74;81
25;39;21;30;27;39;36;44;60;52;46;36;39;44;46;52;60
41;38;7;36;29;28;63;54;39;66;64;28;39;54;63;64;66
48;43;43;49;48;72;95;91;82;92;78;72;78;82;91;92;95
28;1;10;18;31;18;34;43;-6;12;14;-6;12;14;18;34;43
45;25;5;39;19;41;68;59;19;57;33;19;33;41;57;59;68
44;10;34;15;3;63;53;31;28;7;7;7;7;28;31;53;63
28;37;39;29;29;56;45;54;70;62;59;45;54;56;59;62;70
38;3;44;26;21;62;64;48;39;21;22;21;22;39;48;62;64
25;43;19;19;19;28;29;37;55;59;45;28;29;37;45;55;59
3;5;6;17;21;0;6;22;-4;5;17;-4;0;5;6;17;22
43;14;18;1;27;47;37;53;24;-5;22;-5;22;24;37;47;53
14;1;1;19;13;13;27;19;-7;16;7;-7;7;13;16;19;27
22;30;16;41;5;23;55;27;33;58;27;23;27;27;33;55;58
40;7;36;23;49;62;53;70;33;14;42;14;33;42;53;62;70
7;36;2;42;10;-1;42;9;30;73;39;-1;9;30;39;42;73
44;18;30;20;36;62;54;75;35;23;42;23;35;42;54;62;75
4;43;21;27;47;21;21;39;52;57;83;21;21;39;52;57;83
9;7;26;11;6;18;11;4;16;1;-2;-2;1;4;11;16;18
9;10;0;41;2;7;43;-7;7;32;5;-7;5;7;7;32;43
15;6;20;15;10;33;18;12;18;11;4;4;11;12;18;18;33
34;22;39;6;22;69;28;38;58;14;24;14;24;28;38;58;69
14;26;13;7;3;27;4;4;26;25;9;4;4;9;25;26;27
33;9;1;42;46;30;72;72;-4;37;36;-4;30;36;37;72;72
25;36;20;26;32;42;45;56;51;58;60;42;45;51;56;58;60
13;7;45;32;12;50;25;14;46;38;19;14;19;25;38;46;50
38;44;48;22;37;74;43;66;91;60;74;43;60;66;74;74;91
15;30;42;45;19;42;41;22;59;55;35;22;35;41;42;55;59
21;44;2;24;3;4;25;23;27;61;33;4;23;25;27;33;61
43;31;40;15;16;74;58;40;60;37;41;37;40;41;58;60;74
48;48;10;30;39;42;70;81;53;76;76;42;53;70;76;76;81
28;39;42;22;16;65;47;25;66;50;45;25;45;47;50;65;66
25;32;7;44;45;16;65;57;21;63;66;16;21;57;63;65;66
45;14;49;0;38;85;38;64;49;14;49;14;38;49;49;64;85
47;17;34;44;16;61;84;63;34;59;17;17;34;59;61;63;84
4;22;6;14;15;5;6;16;24;17;28;5;6;16;17;24;28
16;10;14;40;15;24;38;27;11;40;10;10;11;24;27;38;40
0;43;43;28;5;26;19;1;71;68;28;1;19;26;28;68;71
45;46;16;2;4;41;45;39;57;43;45;39;41;43;45;45;57
39;9;48;19;1;85;50;36;47;24;-2;-2;24;36;47;50;85
29;49;49;4;2;74;26;30;83;47;47;26;30;47;47;74;83
44;23;17;31;15;46;66;39;30;45;30;30;30;39;45;46;66
18;39;9;26;13;11;29;14;44;53;50;11;14;29;44;50;53
30;42;4;44;30;15;66;58;31;66;57;15;31;57;58;66;66
43;21;36;3;12;67;36;51;40;22;30;22;30;36;40;51;67
45;48;47;46;9;81;91;44;84;81;50;44;50;81;81;84;91
13;10;4;48;26;14;46;32;13;56;23;13;14;23;32;46;56
2;8;15;42;39;17;37;28;22;31;31;17;22;28;31;31;37
19;11;26;35;16;26;39;34;21;31;24;21;24;26;31;34;39
0;41;30;10;19;14;-1;13;66;36;43;-1;13;14;36;43;66
15;20;23;2;6;23;15;2;39;8;24;2;8;15;23;24;39
31;17;27;7;34;48;21;53;37;23;36;21;23;36;37;48;53
4;24;2;46;37;-14;32;28;12;59;48;-14;12;28;32;48;59
1;5;3;26;43;3;7;36;6;18;31;3;6;7;18;31;36
21;44;4;36;45;16;49;48;38;70;80;16;38;48;49;70;80
6;1;11;41;19;-3;42;25;5;33;15;-3;5;15;25;33;42
20;25;42;2;27;57;9;46;62;12;48;9;12;46;48;57;62
12;32;30;27;21;37;24;14;48;56;49;14;24;37;48;49;56
11;21;35;43;13;46;35;17;40;58;17;17;17;35;40;46;58
34;31;24;39;5;46;67;28;50;70;19;19;28;46;50;67;70
34;12;21;25;35;37;52;57;31;17;44;17;31;37;44;52;57
3;6;23;17;30;13;17;13;29;4;34;4;13;13;17;29;34
42;28;25;8;29;58;43;57;33;23;43;23;33;43;43;57;58
15;4;2;10;8;-2;18;18;-3;3;11;-3;-2;3;11;18;18
41;28;43;13;7;67;45;29;54;41;28;28;29;41;45;54;67
2;11;34;20;37;17;6;24;38;26;47;6;17;24;26;38;47
32;8;0;45;46;26;74;64;-5;53;50;-5;26;50;53;64;74
34;22;43;30;34;67;56;51;53;47;39;39;47;51;53;56;67
7;14;23;38;0;23;36;5;26;52;8;5;8;23;26;36;52
10;3;33;46;46;33;38;42;32;37;36;32;33;36;37;38;42
12;29;2;10;21;12;22;32;11;23;45;11;12;22;23;32;45
45;3;49;29;1;76;64;38;41;25;-10;-10;25;38;41;64;76
37;10;23;46;37;41;64;59;32;48;36;32;36;41;48;59;64
42;29;47;18;17;73;48;55;68;27;35;27;35;48;55;68;73
14;34;18;31;30;18;43;27;35;55;45;18;27;35;43;45;55
10;6;41;45;21;31;45;18;27;33;11;11;18;27;31;33;45
47;36;8;7;31;48;39;73;41;36;48;36;39;41;48;48;73
36;12;9;26;31;44;52;62;2;31;26;2;26;31;44;52;62
44;42;19;45;18;57;89;46;54;87;60;46;54;57;60;87;89
4;9;19;36;24;16;32;15;12;33;16;12;15;16;16;32;33
44;28;33;47;16;75;76;42;41;58;29;29;41;42;58;75;76
7;20;6;39;36;7;26;30;11;41;51;7;11;26;30;41;51
46;24;28;15;36;62;58;81;35;32;60;32;35;58;60;62;81
0;10;3;2;44;-14;-7;27;-1;11;40;-14;-7;-1;11;27;40
27;31;49;18;49;62;41;75;78;40;76;40;41;62;75;76;78
48;32;15;27;8;59;66;37;34;43;20;20;34;37;43;59;66
8;43;41;14;21;43;19;15;81;52;44;15;19;43;44;52;81
1;23;26;29;22;25;17;20;35;46;34;17;20;25;34;35;46
8;22;29;12;31;32;3;39;32;20;41;3;20;32;32;39;41
11;28;42;40;30;41;47;37;62;53;45;37;41;45;47;53;62
17;0;40;12;4;56;21;5;23;3;1;1;3;5;21;23;56
44;7;35;39;17;74;81;43;39;46;22;22;39;43;46;74;81
21;41;19;7;29;39;17;36;48;47;60;17;36;39;47;48;60
8;27;0;35;29;-5;29;25;18;57;45;-5;18;25;29;45;57
6;12;13;47;9;18;38;9;14;53;14;9;14;14;18;38;53
29;17;26;45;42;38;73;62;41;60;53;38;41;53;60;62;73
6;25;2;4;15;-8;9;13;10;29;25;-8;9;10;13;25;29
37;19;30;17;46;47;49;78;39;21;57;21;39;47;49;57;78
28;17;6;22;3;15;46;18;8;33;12;8;12;15;18;33;46
47;37;40;40;6;74;83;35;75;69;35;35;35;69;74;75;83
3;22;13;15;3;11;18;3;22;27;22;3;11;18;22;22;27
33;4;21;46;8;40;71;23;16;47;1;1;16;23;40;47;71
27;46;38;37;43;62;48;67;67;67;87;48;62;67;67;67;87
37;16;37;32;25;73;52;52;42;36;36;36;36;42;52;52;73
42;44;21;46;0;48;69;30;47;71;36;30;36;47;48;69;71
39;44;34;38;1;65;62;24;78;69;41;24;41;62;65;69;78
5;47;35;16;18;32;19;22;65;53;54;19;22;32;53;54;65
35;5;28;30;3;57;45;33;33;30;-6;-6;30;33;33;45;57
34;22;16;40;21;32;57;54;23;50;31;23;31;32;50;54;57
34;24;20;15;46;44;45;77;32;38;59;32;38;44;45;59;77
27;49;49;23;37;72;31;44;97;66;76;31;44;66;72;76;97
14;37;29;42;45;38;53;41;51;79;67;38;41;51;53;67;79
20;20;25;22;26;39;39;40;29;31;38;29;31;38;39;39;40
24;27;43;0;23;65;7;42;53;23;47;7;23;42;47;53;65
34;22;34;3;5;50;17;36;47;7;12;7;12;17;36;47;50
20;13;18;33;34;19;53;50;11;43;42;11;19;42;43;50;53
24;16;30;1;8;46;10;15;36;1;12;1;10;12;15;36;46
45;42;46;42;47;88;79;82;87;65;73;65;73;79;82;87;88
10;2;28;23;30;27;28;31;11;5;20;5;11;20;27;28;31
42;34;49;30;3;83;61;28;79;64;36;28;36;61;64;79;83
25;45;16;21;7;28;45;32;54;60;39;28;32;39;45;54;60
32;47;47;9;16;76;22;44;93;42;49;22;42;44;49;76;93
33;12;14;10;24;42;31;48;6;15;23;6;15;23;31;42;48
21;12;32;1;16;52;20;29;25;3;17;3;17;20;25;29;52
30;35;5;16;23;21;40;37;21;32;42;21;21;32;37;40;42
34;10;15;15;33;45;33;63;10;13;42;10;13;33;42;45;63
1;14;27;33;1;9;26;-8;29;27;9;-8;9;9;26;27;29
19;7;3;14;10;5;18;13;6;21;12;5;6;12;13;18;21
0;10;35;11;38;29;7;25;39;12;29;7;12;25;29;29;39
1;38;10;22;0;8;19;-17;45;45;30;-17;8;19;30;45;45
28;5;45;37;22;62;62;46;50;39;21;21;39;46;50;62;62
45;30;6;43;24;36;81;68;32;68;46;32;36;46;68;68;81
26;2;17;0;31;33;23;46;19;-9;26;-9;19;23;26;33;46
32;6;19;40;31;31;68;58;6;28;29;6;28;29;31;58;68
14;26;21;37;11;20;44;7;34;53;26;7;20;26;34;44;53
3;16;23;11;8;24;-6;-3;28;27;24;-6;-3;24;24;27;28
44;5;2;4;37;38;35;81;-5;-10;28;-10;-5;28;35;38;81
26;43;17;15;22;23;27;32;59;46;54;23;27;32;46;54;59
21;15;42;33;25;62;50;40;37;36;20;20;36;37;40;50;62
22;49;2;13;12;11;31;20;46;53;52;11;20;31;46;52;53
37;35;0;30;6;20;60;40;28;46;29;20;28;29;40;46;60
22;29;25;17;36;27;26;57;36;40;48;26;27;36;40;48;57
12;49;17;10;24;26;11;21;50;42;65;11;21;26;42;50;65
6;0;33;2;17;26;8;17;13;-6;-3;-6;-3;8;13;17;26
