q0p0;q0p1;q0p2;q0p3;q1p0;q1p1;s[0, 4];s[0, 5];s[1, 4];s[1, 5];s[2, 4];s[2, 5];s[3, 4];s[3, 5];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7
1;47;23;41;37;38;18;22;84;72;44;51;68;67;18;22;44;51;67;68;72;84
27;1;8;6;29;14;37;40;21;8;37;10;33;7;7;8;10;21;33;37;37;40
26;18;2;40;23;22;31;29;32;23;11;5;61;46;5;11;23;29;31;32;46;61
39;8;31;29;7;36;42;64;-3;33;28;60;19;47;-3;19;28;33;42;47;60;64
7;42;39;16;31;6;32;1;57;43;56;32;40;18;1;18;32;32;40;43;56;57
14;16;44;16;11;16;19;11;27;19;53;45;9;32;9;11;19;19;27;32;45;53
44;41;18;13;1;33;39;62;34;71;5;48;7;39;5;7;34;39;39;48;62;71
33;20;39;16;20;13;52;34;21;26;48;45;33;16;16;21;26;33;34;45;48;52
0;21;22;1;42;29;29;16;54;40;47;41;24;25;16;24;25;29;40;41;47;54
8;37;10;35;40;14;31;5;62;36;50;24;65;37;5;24;31;36;37;50;62;65
6;27;26;22;48;13;49;11;61;21;55;34;69;26;11;21;26;34;49;55;61;69
3;17;7;41;31;8;25;8;41;14;28;1;63;32;1;8;14;25;28;32;41;63
40;30;48;26;10;28;38;55;24;48;55;67;19;53;19;24;38;48;53;55;55;67
14;40;11;1;39;39;38;43;69;74;41;42;27;20;20;27;38;41;42;43;69;74
36;40;28;38;25;11;54;28;56;50;34;24;63;39;24;28;34;39;50;54;56;63
49;11;0;8;38;42;79;83;35;45;18;23;31;43;18;23;31;35;43;45;79;83
32;14;23;8;13;29;28;41;23;42;35;50;5;19;5;19;23;28;35;41;42;50
40;0;42;7;39;49;63;84;19;40;73;88;26;49;19;26;40;49;63;73;84;88
30;44;47;0;1;8;16;25;28;38;29;53;-17;4;-17;4;16;25;28;29;38;53
5;18;35;37;7;1;-7;1;17;17;26;22;39;31;-7;1;17;17;22;26;31;39
49;45;16;16;49;10;86;55;87;35;64;9;51;18;9;18;35;51;55;64;86;87
32;13;7;31;44;26;73;42;39;22;39;19;63;43;19;22;39;39;42;43;63;73
13;38;35;11;29;6;33;-1;61;29;45;30;37;6;-1;6;29;30;33;37;45;61
19;45;4;27;28;27;46;31;65;72;20;13;42;37;13;20;31;37;42;46;65;72
24;6;38;9;25;11;34;30;20;-2;63;33;14;20;-2;14;20;20;30;33;34;63
42;29;13;27;5;6;35;39;30;34;15;17;14;26;14;15;17;26;30;34;35;39
34;18;7;31;27;48;55;64;26;47;25;51;41;77;25;26;41;47;51;55;64;77
41;43;46;15;24;36;63;65;56;78;70;73;32;39;32;39;56;63;65;70;73;78
2;48;14;21;45;28;39;20;89;73;59;25;48;49;20;25;39;48;49;59;73;89
22;23;2;2;47;39;55;51;57;49;47;36;42;24;24;36;42;47;49;51;55;57
5;24;39;37;13;20;18;20;28;36;36;58;43;44;18;20;28;36;36;43;44;58
38;48;44;37;0;1;32;27;40;30;38;44;23;27;23;27;27;30;32;38;40;44
16;44;45;14;2;7;11;17;40;51;34;43;5;7;5;7;11;17;34;40;43;51
40;27;44;33;32;21;56;56;40;47;66;60;59;42;40;42;47;56;56;59;60;66
8;29;27;0;14;39;8;32;23;59;33;66;12;28;8;12;23;28;32;33;59;66
45;6;33;37;7;17;48;60;8;18;33;41;38;36;8;18;33;36;38;41;48;60
31;43;11;34;43;46;60;74;67;79;36;47;75;80;36;47;60;67;74;75;79;80
25;12;8;4;44;28;57;50;36;30;40;28;46;28;28;28;30;36;40;46;50;57
14;48;23;42;1;3;14;-2;43;32;11;6;39;44;-2;6;11;14;32;39;43;44
8;3;38;27;4;27;10;23;-5;25;29;59;11;46;-5;10;11;23;25;29;46;59
33;23;0;13;15;42;38;72;29;62;15;32;16;41;15;16;29;32;38;41;62;72
28;41;41;2;39;42;47;50;66;70;77;64;41;41;41;41;47;50;64;66;70;77
32;18;4;43;13;33;39;59;12;42;13;23;40;72;12;13;23;39;40;42;59;72
29;37;14;44;36;45;48;56;60;71;30;47;66;69;30;47;48;56;60;66;69;71
31;46;17;48;5;2;16;30;41;42;4;10;38;39;4;10;16;30;38;39;41;42
20;3;32;49;28;40;39;55;31;38;43;52;60;74;31;38;39;43;52;55;60;74
26;32;11;0;20;34;39;43;38;66;20;26;19;24;19;20;24;26;38;39;43;66
16;41;0;37;15;40;17;42;36;68;6;37;33;72;6;17;33;36;37;42;68;72
23;39;40;26;27;39;34;55;46;60;63;66;50;62;34;46;50;55;60;62;63;66
16;17;25;24;25;4;30;7;39;10;42;23;30;16;7;10;16;23;30;30;39;42
0;3;13;44;33;37;22;36;22;26;31;45;57;64;22;22;26;31;36;45;57;64
34;28;37;42;40;38;56;62;59;63;61;72;63;73;56;59;61;62;63;63;72;73
10;36;32;44;11;38;12;42;33;64;38;53;36;65;12;33;36;38;42;53;64;65
23;30;35;46;33;28;47;32;51;39;64;53;77;68;32;39;47;51;53;64;68;77
10;28;17;48;17;45;14;38;27;65;20;52;65;83;14;20;27;38;52;65;65;83
37;38;6;3;8;37;41;56;39;62;4;27;0;34;0;4;27;34;39;41;56;62
31;3;6;19;14;21;35;52;0;10;11;9;25;30;0;9;10;11;25;30;35;52
28;5;4;24;47;14;70;30;51;3;46;-2;63;32;-2;3;30;32;46;51;63;70
36;43;19;49;20;46;49;77;51;89;34;48;66;89;34;48;49;51;66;77;89;89
17;45;24;36;36;24;45;37;71;63;52;46;68;55;37;45;46;52;55;63;68;71
48;24;40;5;47;38;93;76;68;55;75;72;47;33;33;47;55;68;72;75;76;93
45;11;41;1;10;13;42;45;9;20;38;41;-2;-5;-5;-2;9;20;38;41;42;45
2;29;34;12;41;46;29;31;64;63;66;69;51;44;29;31;44;51;63;64;66;69
39;44;3;4;46;31;82;69;73;66;30;22;47;26;22;26;30;47;66;69;73;82
19;49;20;38;22;9;27;21;52;40;26;18;54;39;18;21;26;27;39;40;52;54
48;22;48;38;8;43;42;89;23;57;46;88;39;77;23;39;42;46;57;77;88;89
49;28;16;27;27;43;74;87;55;61;26;39;37;58;26;37;39;55;58;61;74;87
20;12;12;0;9;15;14;35;19;27;19;15;-1;5;-1;5;14;15;19;19;27;35
7;39;33;21;1;2;-5;1;33;40;15;20;7;4;-5;1;4;7;15;20;33;40
25;23;20;43;16;22;33;47;26;40;16;27;58;52;16;26;27;33;40;47;52;58
0;3;5;24;33;0;33;-12;29;-8;31;-13;51;18;-13;-12;-8;18;29;31;33;51
29;35;2;44;7;26;19;51;32;58;-11;18;37;50;-11;18;19;32;37;50;51;58
9;40;27;3;4;27;-7;27;42;67;28;41;-5;12;-7;-5;12;27;28;41;42;67
1;41;17;24;35;11;33;11;65;44;39;14;40;27;11;14;27;33;39;40;44;65
27;13;40;12;40;9;56;34;53;19;61;43;52;8;8;19;34;43;52;53;56;61
46;32;27;24;5;45;37;71;19;70;16;60;10;63;10;16;19;37;60;63;70;71
4;46;37;10;7;2;0;-2;40;39;38;32;12;8;-2;0;8;12;32;38;39;40
31;42;35;28;21;11;32;35;49;39;49;36;44;31;31;32;35;36;39;44;49;49
24;43;27;37;14;30;18;38;50;69;32;42;34;56;18;32;34;38;42;50;56;69
23;42;31;19;33;0;45;8;62;38;59;12;32;17;8;12;17;32;38;45;59;62
1;37;18;9;6;20;-1;3;39;38;17;31;-5;18;-5;-1;3;17;18;31;38;39
12;28;47;43;11;28;11;32;35;48;46;60;40;58;11;32;35;40;46;48;58;60
46;9;0;4;8;46;54;88;10;50;-3;35;0;49;-3;0;10;35;49;50;54;88
8;47;36;40;41;18;44;11;81;49;69;37;77;57;11;37;44;49;57;69;77;81
22;1;23;9;15;27;22;42;9;15;18;40;17;27;9;15;17;18;22;27;40;42
4;23;33;27;7;35;-1;39;10;38;36;61;23;51;-1;10;23;36;38;39;51;61
44;7;16;41;30;9;64;37;30;9;39;5;70;38;5;9;30;37;38;39;64;70
27;44;13;11;31;19;44;39;69;61;31;17;40;28;17;28;31;39;40;44;61;69
9;2;33;0;33;20;23;20;31;21;49;35;20;2;2;20;20;21;23;31;35;49
36;36;28;7;11;35;38;70;45;60;30;46;2;42;2;30;38;42;45;46;60;70
42;20;42;2;28;16;51;55;33;16;67;54;10;16;10;16;16;33;51;54;55;67
43;35;49;43;40;45;75;70;63;75;76;82;78;86;63;70;75;75;76;78;82;86
40;12;7;24;23;35;52;71;24;36;14;24;28;50;14;24;24;28;36;50;52;71
8;43;30;19;14;30;4;30;39;63;31;45;23;40;4;23;30;31;39;40;45;63
25;36;32;28;44;15;69;34;76;37;72;28;62;36;28;34;36;37;62;69;72;76
49;38;18;31;25;36;67;84;47;69;43;47;55;58;43;47;47;55;58;67;69;84
49;37;2;36;49;4;96;48;80;33;44;0;70;36;0;33;36;44;48;70;80;96
6;27;39;26;39;27;36;33;48;53;66;58;51;45;33;36;45;48;51;53;58;66
2;5;43;28;35;8;28;2;24;6;58;34;50;18;2;6;18;24;28;34;50;58
23;32;36;15;27;19;38;41;57;51;59;40;27;24;24;27;38;40;41;51;57;59
18;47;5;12;40;48;48;52;73;91;27;44;34;46;27;34;44;46;48;52;73;91
29;16;33;27;39;5;66;34;49;17;54;19;53;28;17;19;28;34;49;53;54;66
37;43;35;6;16;46;35;79;57;70;45;76;15;38;15;35;38;45;57;70;76;79
24;29;1;9;22;20;27;29;45;32;12;2;11;18;2;11;12;18;27;29;32;45
7;17;26;0;16;46;11;34;23;58;29;60;-3;43;-3;11;23;29;34;43;58;60
29;9;0;42;3;19;21;40;-4;18;-6;5;33;42;-6;-4;5;18;21;33;40;42
1;31;16;38;35;31;34;16;49;55;48;42;72;51;16;34;42;48;49;51;55;72
49;47;9;45;15;8;49;46;61;50;13;-3;40;44;-3;13;40;44;46;49;50;61
33;37;0;30;46;8;65;23;72;31;30;-6;62;36;-6;23;30;31;36;62;65;72
9;18;27;44;15;23;17;30;30;41;26;34;54;52;17;26;30;30;34;41;52;54
49;38;25;37;48;1;97;50;76;22;66;13;75;34;13;22;34;50;66;75;76;97
18;43;2;36;45;30;54;29;82;71;37;27;67;53;27;29;37;53;54;67;71;82
4;36;19;47;37;40;35;32;68;58;51;42;79;75;32;35;42;51;58;68;75;79
0;37;49;18;8;48;-3;46;43;78;56;89;21;55;-3;21;43;46;55;56;78;89
16;9;38;46;8;18;11;26;4;26;34;48;39;52;4;11;26;26;34;39;48;52
38;42;40;7;12;24;36;48;43;65;36;48;18;20;18;20;36;36;43;48;48;65
31;1;2;44;20;8;31;31;10;7;12;-3;44;48;-3;7;10;12;31;31;44;48
12;9;27;41;10;13;7;8;9;4;26;39;51;50;4;7;8;9;26;39;50;51
47;10;2;15;11;15;42;49;18;19;7;14;25;12;7;12;14;18;19;25;42;49
7;35;18;21;13;21;15;14;30;39;12;30;34;32;12;14;15;30;30;32;34;39
37;46;22;13;3;31;25;52;40;67;16;47;14;38;14;16;25;38;40;47;52;67
27;37;30;35;32;6;56;16;51;43;55;19;55;35;16;19;35;43;51;55;55;56
0;20;46;49;20;41;5;21;31;44;58;80;59;77;5;21;31;44;58;59;77;80
37;44;46;20;46;27;73;53;73;65;91;54;59;34;34;53;54;59;65;73;73;91
34;2;5;30;1;37;19;71;-17;36;6;25;21;54;-17;6;19;21;25;36;54;71
17;45;41;40;49;36;57;34;74;75;87;67;83;56;34;56;57;67;74;75;83;87
45;35;6;23;20;17;46;54;53;47;8;20;28;29;8;20;28;29;46;47;53;54
24;48;10;38;3;2;20;18;37;48;-2;-5;39;20;-5;-2;18;20;20;37;39;48
48;29;16;18;47;13;92;49;75;31;61;22;62;17;17;22;31;49;61;62;75;92
35;20;38;39;35;17;56;52;44;20;63;36;68;36;20;36;36;44;52;56;63;68
26;39;9;49;26;17;36;34;50;42;21;21;65;50;21;21;34;36;42;50;50;65
12;23;22;14;34;36;29;39;42;58;44;40;31;42;29;31;39;40;42;42;44;58
29;0;14;22;42;19;67;47;27;18;54;19;48;22;18;19;22;27;47;48;54;67
0;13;47;44;41;13;30;8;53;15;76;40;76;41;8;15;30;40;41;53;76;76
38;32;5;17;28;48;59;74;49;62;30;46;40;50;30;40;46;49;50;59;62;74
10;19;30;17;34;28;28;33;52;28;45;57;51;29;28;28;29;33;45;51;52;57
38;34;20;49;22;36;45;57;48;67;36;40;61;76;36;40;45;48;57;61;67;76
2;48;16;16;40;33;34;29;76;64;44;33;55;40;29;33;34;40;44;55;64;76
5;36;47;9;9;35;2;40;31;71;52;66;9;39;2;9;31;39;40;52;66;71
45;32;12;37;34;37;59;75;54;57;42;33;69;64;33;42;54;57;59;64;69;75
5;12;14;5;14;47;5;45;19;54;21;46;11;45;5;11;19;21;45;45;46;54
29;25;1;40;30;32;58;60;51;51;18;30;52;55;18;30;51;51;52;55;58;60
26;5;38;19;30;3;41;15;20;-2;52;30;48;8;-2;8;15;20;30;41;48;52
2;24;16;45;47;49;35;32;70;66;55;54;80;93;32;35;54;55;66;70;80;93
17;19;33;17;23;39;24;45;34;39;40;62;21;55;21;24;34;39;40;45;55;62
49;20;49;39;4;35;47;77;9;37;50;80;33;56;9;33;37;47;50;56;77;80
41;33;39;8;38;10;63;35;64;25;66;37;26;-2;-2;25;26;35;37;63;64;66
34;4;40;15;44;24;59;43;37;14;76;46;50;35;14;35;37;43;46;50;59;76
45;29;47;45;30;23;63;66;39;49;69;62;74;50;39;49;50;62;63;66;69;74
44;37;22;49;25;46;69;89;55;77;46;63;66;77;46;55;63;66;69;77;77;89
17;43;29;19;34;0;34;17;62;30;54;15;39;13;13;15;17;30;34;39;54;62
6;32;24;39;11;6;12;2;23;32;29;11;30;29;2;11;12;23;29;29;30;32
0;35;33;43;32;0;13;-20;62;16;56;18;66;30;-20;13;16;18;30;56;62;66
28;49;32;46;12;40;28;63;51;74;39;60;44;82;28;39;44;51;60;63;74;82
22;16;47;44;29;7;36;20;26;15;65;46;64;38;15;20;26;36;38;46;64;65
41;37;22;5;5;26;38;47;42;46;17;46;6;12;6;12;17;38;42;46;46;47
40;24;28;10;39;7;68;31;47;30;51;30;43;2;2;30;30;31;43;47;51;68
7;39;32;1;21;7;10;11;48;33;53;34;12;-10;-10;10;11;12;33;34;48;53
12;31;38;23;8;35;9;40;30;55;39;57;28;55;9;28;30;39;40;55;55;57
19;26;45;0;33;39;35;53;53;59;68;80;22;38;22;35;38;53;53;59;68;80
38;38;39;26;5;26;26;44;28;56;37;58;22;42;22;26;28;37;42;44;56;58
11;30;43;40;34;14;31;17;55;40;75;54;68;50;17;31;40;50;54;55;68;75
44;12;23;4;14;45;46;78;26;56;25;61;11;32;11;25;26;32;46;56;61;78
29;46;40;49;37;3;60;30;67;47;68;23;76;51;23;30;47;51;60;67;68;76
14;11;35;4;13;2;20;8;9;9;28;25;4;-12;-12;4;8;9;9;20;25;28
42;20;37;3;1;1;39;32;10;12;37;32;1;-6;-6;1;10;12;32;32;37;39
48;47;38;38;38;32;83;61;74;75;66;53;71;65;53;61;65;66;71;74;75;83
25;36;22;33;7;27;14;49;33;51;20;36;39;53;14;20;33;36;39;49;51;53
47;25;27;15;9;45;37;80;24;63;34;54;24;44;24;24;34;37;44;54;63;80
42;35;43;3;42;35;79;57;74;69;76;77;27;24;24;27;57;69;74;76;77;79
46;38;8;42;12;7;57;41;50;44;20;2;35;34;2;20;34;35;41;44;50;57
2;14;12;37;28;23;11;17;38;20;29;23;51;59;11;17;20;23;29;38;51;59
3;22;48;31;8;2;1;-9;10;6;53;32;27;30;-9;1;6;10;27;30;32;53
21;30;38;8;44;44;57;55;73;55;67;79;36;51;36;51;55;55;57;67;73;79
30;2;5;31;27;17;47;38;23;2;29;6;57;44;2;6;23;29;38;44;47;57
24;6;32;32;26;14;46;20;31;16;39;38;50;37;16;20;31;37;38;39;46;50
15;46;34;26;18;41;21;54;49;79;51;57;40;57;21;40;49;51;54;57;57;79
43;3;10;11;12;25;44;59;-1;14;11;17;7;16;-1;7;11;14;16;17;44;59
23;24;45;0;13;38;22;43;17;52;53;65;9;36;9;17;22;36;43;52;53;65
0;27;22;46;42;5;35;-11;63;17;53;15;82;50;-11;15;17;35;50;53;63;82
12;10;31;8;41;43;37;45;39;36;53;62;42;49;36;37;39;42;45;49;53;62
8;18;22;2;45;10;53;4;43;23;64;13;35;5;4;5;13;23;35;43;53;64
45;17;25;40;36;38;62;78;38;35;60;49;57;63;35;38;49;57;60;62;63;78
4;48;42;6;7;23;10;20;43;69;30;49;7;14;7;10;14;20;30;43;49;69
33;10;5;49;42;45;68;72;40;53;44;35;84;77;35;40;44;53;68;72;77;84
21;23;26;23;4;32;7;33;8;35;17;45;15;46;7;8;15;17;33;35;45;46
20;6;15;32;9;3;11;18;6;3;10;16;39;21;3;6;10;11;16;18;21;39
41;24;18;35;33;29;73;70;42;33;51;43;51;64;33;42;43;51;51;64;70;73
13;25;30;27;0;44;8;37;22;49;21;70;26;56;8;21;22;26;37;49;56;70
44;19;44;48;36;24;61;54;53;41;77;62;69;60;41;53;54;60;61;62;69;77
26;37;7;29;31;33;44;45;58;54;18;30;42;42;18;30;42;42;44;45;54;58
41;7;20;41;19;2;58;37;11;3;33;3;56;29;3;3;11;29;33;37;56;58
40;19;34;41;45;49;82;78;60;55;72;81;86;84;55;60;72;78;81;82;84;86
25;48;29;30;20;31;25;50;56;78;49;50;41;51;25;41;49;50;50;51;56;78
39;15;19;2;22;47;42;81;19;45;39;53;19;43;19;19;39;42;43;45;53;81
28;8;19;45;36;11;54;23;38;14;37;16;61;46;14;16;23;37;38;46;54;61
39;45;11;26;40;26;79;49;69;66;37;27;66;42;27;37;42;49;66;66;69;79
36;18;44;23;36;8;64;38;50;23;62;40;56;20;20;23;38;40;50;56;62;64
15;46;19;12;44;26;40;27;76;62;48;35;37;29;27;29;35;37;40;48;62;76
14;33;37;33;41;12;41;19;56;39;62;42;73;43;19;39;41;42;43;56;62;73
11;13;24;24;44;13;42;12;42;16;51;25;67;29;12;16;25;29;42;42;51;67
0;1;2;7;8;25;-8;15;5;21;-8;20;3;14;-8;-8;3;5;14;15;20;21
26;18;31;17;22;5;30;18;32;18;53;29;30;7;7;18;18;29;30;30;32;53
7;9;29;47;21;49;17;40;11;46;38;68;58;78;11;17;38;40;46;58;68;78
48;8;30;11;11;16;42;46;0;11;28;27;11;25;0;11;11;25;27;28;42;46
41;12;8;9;30;32;53;68;42;28;22;23;30;37;22;23;28;30;37;42;53;68
42;31;34;30;48;16;83;49;69;38;82;44;67;44;38;44;44;49;67;69;82;83
2;28;22;45;37;38;34;23;46;46;42;45;74;71;23;34;42;45;46;46;71;74
18;27;16;45;30;29;37;40;57;44;30;28;58;65;28;30;37;40;44;57;58;65
38;6;20;31;3;20;40;58;8;13;15;35;23;35;8;13;15;23;35;35;40;58
36;22;5;40;23;40;51;62;26;47;20;32;46;68;20;26;32;46;47;51;62;68
27;30;25;34;4;5;23;28;30;15;13;22;36;27;13;15;22;23;27;28;30;36
12;18;30;8;5;49;14;43;8;61;26;65;6;54;6;8;14;26;43;54;61;65
45;36;30;8;23;3;65;47;40;29;51;16;17;-4;-4;16;17;29;40;47;51;65
30;1;48;49;4;18;29;44;-9;12;34;54;47;52;-9;12;29;34;44;47;52;54
19;43;6;27;16;27;33;34;44;57;6;32;36;35;6;32;33;34;35;36;44;57
45;25;8;43;12;14;43;42;23;31;10;9;52;48;9;10;23;31;42;43;48;52
44;18;26;49;38;45;82;76;52;57;63;64;72;86;52;57;63;64;72;76;82;86
47;43;46;25;11;33;43;79;36;74;56;74;28;48;28;36;43;48;56;74;74;79
20;6;19;34;26;13;28;28;20;3;37;14;59;40;3;14;20;28;28;37;40;59
30;40;23;4;14;41;26;67;42;69;27;57;10;43;10;26;27;42;43;57;67;69
28;24;28;6;36;17;61;42;57;24;48;27;41;17;17;24;27;41;42;48;57;61
12;26;36;3;40;16;46;26;62;26;64;40;42;4;4;26;26;40;42;46;62;64
5;32;25;14;15;16;1;13;47;41;30;40;13;10;1;10;13;13;30;40;41;47
1;23;27;29;16;46;10;43;32;65;24;57;33;75;10;24;32;33;43;57;65;75
34;29;13;14;17;3;42;32;37;26;26;16;27;13;13;16;26;26;27;32;37;42
29;11;21;23;3;46;20;72;-1;37;5;67;21;63;-1;5;20;21;37;63;67;72
34;43;2;6;32;35;65;56;66;76;14;17;27;28;14;17;27;28;56;65;66;76
34;38;20;12;13;13;27;38;41;37;17;28;7;18;7;17;18;27;28;37;38;41
20;21;29;15;20;37;38;42;40;46;41;51;35;44;35;38;40;41;42;44;46;51
17;17;10;9;12;29;28;26;10;27;3;29;14;37;3;10;14;26;27;28;29;37
27;24;10;14;41;26;60;40;49;46;47;33;45;38;33;38;40;45;46;47;49;60
17;0;49;38;7;30;18;30;-1;28;53;64;34;55;-1;18;28;30;34;53;55;64
10;23;48;5;28;21;35;15;42;40;58;51;17;7;7;15;17;35;40;42;51;58
17;4;6;33;42;43;59;44;33;40;43;30;74;76;30;33;40;43;44;59;74;76
23;20;8;19;17;11;30;30;34;14;24;19;29;30;14;19;24;29;30;30;30;34
23;4;6;33;49;18;61;39;42;2;47;15;69;41;2;15;39;41;42;47;61;69
3;24;49;18;39;48;34;50;55;69;74;94;46;64;34;46;50;55;64;69;74;94
45;40;5;7;16;41;42;80;41;64;11;43;4;44;4;11;41;42;43;44;64;80
40;42;30;47;25;12;50;41;51;34;49;37;54;56;34;37;41;49;50;51;54;56
36;43;28;3;42;43;61;75;67;72;54;70;28;33;28;33;54;61;67;70;72;75
34;31;15;16;15;31;44;45;46;45;29;26;23;37;23;26;29;37;44;45;45;46
43;32;48;17;45;24;85;47;77;51;73;66;62;30;30;47;51;62;66;73;77;85
24;10;17;27;48;34;64;42;45;24;48;50;67;47;24;42;45;47;48;50;64;67
15;47;16;32;36;31;37;27;74;69;44;33;51;50;27;33;37;44;50;51;69;74
35;8;5;30;43;25;73;59;46;14;46;30;72;50;14;30;46;46;50;59;72;73
9;36;47;43;26;27;19;16;46;45;59;57;56;58;16;19;45;46;56;57;58;59
7;46;18;42;26;38;26;28;59;76;30;52;64;73;26;28;30;52;59;64;73;76
18;6;17;12;24;44;36;44;26;39;37;51;25;45;25;26;36;37;39;44;45;51
16;47;45;34;9;18;15;14;50;61;37;46;37;40;14;15;37;37;40;46;50;61
4;24;22;26;4;8;3;8;22;14;16;15;22;27;3;8;14;15;16;22;22;27
41;20;18;5;29;18;64;44;48;25;28;22;32;18;18;22;25;28;32;44;48;64
15;21;46;10;19;42;34;52;34;63;47;75;21;47;21;34;34;47;47;52;63;75
5;32;40;5;5;37;1;36;19;65;42;57;-1;34;-1;1;19;34;36;42;57;65
7;38;31;16;35;48;24;53;60;83;51;71;46;55;24;46;51;53;55;60;71;83
27;14;12;7;31;19;53;30;37;33;23;15;20;14;14;15;20;23;30;33;37;53
11;7;15;31;18;18;27;10;19;10;13;31;44;35;10;10;13;19;27;31;35;44
30;4;8;15;22;19;37;38;10;3;13;25;28;31;3;10;13;25;28;31;37;38
6;2;43;0;6;49;9;38;5;32;30;80;-3;32;-3;5;9;30;32;32;38;80
16;4;24;30;10;30;6;26;5;16;29;34;21;43;5;6;16;21;26;29;34;43
41;30;49;9;28;5;61;40;51;34;74;37;36;1;1;34;36;37;40;51;61;74
35;10;2;13;9;12;34;30;1;8;8;-1;6;11;-1;1;6;8;8;11;30;34
7;0;15;43;36;1;24;-11;17;-5;34;4;77;26;-11;-5;4;17;24;26;34;77
11;5;39;28;49;1;41;1;34;-4;73;28;71;10;-4;1;10;28;34;41;71;73
41;16;6;20;33;44;57;77;44;42;39;41;42;56;39;41;42;42;44;56;57;77
49;49;4;14;11;37;46;78;41;84;5;36;21;31;5;21;31;36;41;46;78;84
31;32;18;42;10;40;22;66;39;66;14;50;32;78;14;22;32;39;50;66;66;78
22;33;30;1;40;9;45;26;54;31;64;29;30;2;2;26;29;30;31;45;54;64
47;37;3;42;17;2;49;37;37;19;7;3;49;33;3;7;19;33;37;37;49;49
10;43;14;21;16;21;24;12;51;54;17;33;35;37;12;17;24;33;35;37;51;54
26;39;26;32;24;16;47;27;56;50;30;36;51;33;27;30;33;36;47;50;51;56
47;48;49;40;33;24;76;51;77;61;73;59;64;47;47;51;59;61;64;73;76;77
45;41;1;34;34;22;71;53;58;47;15;7;55;46;7;15;46;47;53;55;58;71
29;16;47;42;27;38;41;52;40;36;72;84;61;69;36;40;41;52;61;69;72;84
40;1;34;42;45;29;69;57;29;23;70;59;76;61;23;29;57;59;61;69;70;76
22;36;11;28;19;7;29;14;52;38;26;17;35;32;14;17;26;29;32;35;38;52
2;41;25;6;14;35;3;19;39;76;34;47;10;29;3;10;19;29;34;39;47;76
25;18;43;13;27;16;44;33;27;19;70;42;25;18;18;19;25;27;33;42;44;70
34;43;20;19;29;16;45;44;53;57;32;25;44;15;15;25;32;44;44;45;53;57
8;20;32;36;34;9;33;-2;40;12;51;21;66;42;-2;12;21;33;40;42;51;66
25;20;5;42;20;40;43;47;26;45;5;29;62;73;5;26;29;43;45;47;62;73
32;13;30;24;42;7;54;34;38;15;57;35;58;31;15;31;34;35;38;54;57;58
15;5;35;43;19;14;19;9;7;1;36;31;53;49;1;7;9;19;31;36;49;53
3;16;6;21;9;48;9;48;14;46;5;48;23;66;5;9;14;23;46;48;48;66
0;35;24;36;36;19;32;4;61;37;46;34;69;40;4;32;34;37;40;46;61;69
46;43;49;11;29;42;59;86;66;85;68;73;26;37;26;37;59;66;68;73;85;86
44;32;47;24;25;9;56;46;47;34;55;42;40;24;24;34;40;42;46;47;55;56
40;29;8;38;16;7;55;42;41;32;5;7;52;35;5;7;32;35;41;42;52;55
4;41;13;2;41;8;26;-6;76;48;45;3;43;1;-6;1;3;26;43;45;48;76
36;23;49;46;19;22;38;47;41;26;52;51;61;54;26;38;41;47;51;52;54;61
0;37;0;18;26;42;12;24;45;66;11;37;42;49;11;12;24;37;42;45;49;66
43;29;35;41;20;4;58;32;36;16;52;29;53;27;16;27;29;32;36;52;53;58
10;4;33;11;13;15;4;23;10;-1;32;38;6;8;-1;4;6;8;10;23;32;38
10;15;17;31;29;46;35;55;42;43;35;45;52;65;35;35;42;43;45;52;55;65
0;21;46;45;0;30;-15;25;17;35;32;59;29;68;-15;17;25;29;32;35;59;68
5;9;37;15;16;21;15;10;14;25;46;49;13;24;10;13;14;15;24;25;46;49
18;33;8;40;49;46;64;54;77;74;43;42;88;75;42;43;54;64;74;75;77;88
0;10;3;39;8;22;5;6;6;13;-9;9;41;42;-9;5;6;6;9;13;41;42
45;36;31;30;30;30;68;59;60;57;44;50;40;52;40;44;50;52;57;59;60;68
29;12;42;19;46;14;60;38;53;6;88;45;48;20;6;20;38;45;48;53;60;88
26;29;18;49;40;46;56;64;64;74;53;44;80;81;44;53;56;64;64;74;80;81
9;9;24;44;26;40;31;43;16;46;32;59;55;81;16;31;32;43;46;55;59;81
18;30;38;26;45;37;47;52;66;61;65;55;67;51;47;51;52;55;61;65;66;67
6;48;13;21;2;34;1;32;34;64;13;31;11;37;1;11;13;31;32;34;37;64
29;23;18;44;29;32;41;52;46;46;37;38;73;70;37;38;41;46;46;52;70;73
38;28;0;32;11;9;36;42;19;19;-8;-11;33;27;-11;-8;19;19;27;33;36;42
23;8;10;48;9;11;28;23;12;3;2;17;49;47;2;3;12;17;23;28;47;49
25;36;24;28;44;42;55;63;60;64;53;63;53;52;52;53;53;55;60;63;63;64
26;49;22;43;38;42;47;55;68;83;60;51;62;69;47;51;55;60;62;68;69;83
48;27;25;35;37;35;80;65;62;56;44;44;53;67;44;44;53;56;62;65;67;80
20;45;42;13;37;13;46;27;68;58;77;44;44;17;17;27;44;44;46;58;68;77
