q0p0;q0p1;q0p2;q0p3;q1p0;q1p1;q1p2;q1p3;s[0, 4];s[0, 5];s[0, 6];s[0, 7];s[1, 4];s[1, 5];s[1, 6];s[1, 7];s[2, 4];s[2, 5];s[2, 6];s[2, 7];s[3, 4];s[3, 5];s[3, 6];s[3, 7];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11;cost_ranking 12;cost_ranking 13;cost_ranking 14;cost_ranking 15
42;34;32;35;3;23;0;27;40;61;32;60;32;52;19;51;26;55;12;39;33;40;18;50;12;18;19;26;32;32;33;39;40;40;50;51;52;55;60;61
39;19;39;45;30;18;13;46;55;55;39;71;40;37;13;60;53;47;50;65;65;51;38;77;13;37;38;39;40;47;50;51;53;55;55;60;65;65;71;77
46;1;47;26;8;45;47;21;48;77;91;54;-7;41;44;21;38;88;77;63;27;57;59;29;-7;21;27;29;38;41;44;48;54;57;59;63;77;77;88;91
38;33;48;35;34;12;39;11;53;37;69;35;50;41;54;35;80;49;86;43;63;37;65;32;32;35;35;37;37;41;43;49;50;53;54;63;65;69;80;86
0;47;38;22;22;23;35;32;8;15;22;20;51;54;72;79;59;50;56;68;24;41;56;48;8;15;20;22;24;41;48;50;51;54;56;56;59;68;72;79
26;14;26;13;42;37;49;45;60;44;71;62;50;46;46;50;51;44;58;56;36;45;58;51;36;44;44;45;46;46;50;50;51;51;56;58;58;60;62;71
1;45;14;12;2;47;47;13;-5;47;29;13;42;73;75;46;-1;46;51;16;3;44;44;18;-5;-1;3;13;16;18;29;42;44;44;46;46;47;51;73;75
43;32;25;10;33;15;18;9;56;51;41;38;56;36;33;33;56;26;33;16;23;8;25;-1;-1;8;16;23;25;26;33;33;33;36;38;41;51;56;56;56
3;44;45;37;28;41;29;2;15;27;32;-14;63;84;63;36;67;81;56;37;58;60;46;25;-14;15;25;27;32;36;37;46;56;58;60;63;63;67;81;84
21;39;13;2;42;18;38;7;45;36;56;13;67;53;76;46;54;21;43;18;37;5;36;9;5;9;13;18;21;36;36;37;43;45;46;53;54;56;67;76
6;7;36;27;21;39;33;18;7;39;37;22;8;34;36;21;42;75;60;49;41;48;59;38;7;8;21;22;34;36;37;38;39;41;42;48;49;59;60;75
9;19;39;35;32;7;42;35;39;16;51;30;38;9;51;50;67;46;64;57;47;35;65;61;9;16;30;35;38;39;46;47;50;51;51;57;61;64;65;67
47;28;41;32;49;19;25;6;89;55;62;35;70;37;44;18;77;53;58;42;62;37;48;30;18;30;35;37;37;42;44;48;53;55;58;62;62;70;77;89
37;19;32;32;6;22;2;27;33;49;37;51;21;41;13;33;32;36;15;56;31;48;18;47;13;15;18;21;31;32;33;33;36;37;41;47;48;49;51;56
21;10;43;32;39;4;43;43;60;10;48;58;35;3;51;35;77;41;74;79;68;23;64;55;3;10;23;35;35;41;48;51;55;58;60;64;68;74;77;79
47;8;26;39;38;25;24;36;82;53;59;75;45;25;18;38;64;41;42;47;69;64;44;57;18;25;38;41;42;44;45;47;53;57;59;64;64;69;75;82
26;11;46;36;19;2;40;32;29;18;51;46;26;9;35;36;47;40;68;74;47;18;70;63;9;18;18;26;29;35;36;40;46;47;47;51;63;68;70;74
41;26;30;37;37;21;26;12;77;46;67;42;56;35;49;29;60;45;49;28;61;55;53;29;28;29;29;35;42;45;46;49;49;53;55;56;60;61;67;77
2;11;25;33;6;6;38;7;5;-4;33;9;2;8;33;13;28;14;51;25;23;36;66;21;-4;2;5;8;9;13;14;21;23;25;28;33;33;36;51;66
9;30;49;44;43;46;18;30;42;53;14;29;57;72;46;52;82;80;61;77;68;81;44;71;14;29;42;44;46;52;53;57;61;68;71;72;77;80;81;82
9;31;24;0;44;44;11;38;43;39;20;43;62;66;36;68;68;57;23;43;27;24;10;24;10;20;23;24;24;27;36;39;43;43;43;57;62;66;68;68
4;33;43;49;34;24;46;32;35;19;33;19;52;39;77;53;74;53;87;65;69;69;87;72;19;19;33;35;39;52;53;53;65;69;69;72;74;77;87;87
19;11;27;40;25;38;33;47;42;48;46;56;28;41;30;41;44;54;50;73;65;71;59;81;28;30;41;41;42;44;46;48;50;54;56;59;65;71;73;81
44;22;4;33;10;29;20;22;50;65;50;47;17;48;37;31;14;21;19;6;32;54;41;42;6;14;17;19;21;31;32;37;41;42;47;48;50;50;54;65
21;20;19;46;48;12;33;18;59;33;52;28;57;12;44;27;48;26;32;37;94;54;68;44;12;26;27;28;32;33;37;44;44;48;52;54;57;59;68;94
44;8;7;46;35;3;49;2;66;29;79;29;38;-3;45;-1;34;-8;50;6;77;48;87;42;-8;-3;-1;6;29;29;34;38;42;45;48;50;66;77;79;87
47;26;49;47;40;16;29;11;71;52;58;39;61;33;46;32;74;49;59;52;67;63;62;55;32;33;39;46;49;52;52;55;58;59;61;62;63;67;71;74
16;2;29;12;36;1;44;27;40;0;47;36;38;-13;46;24;60;18;71;39;37;-1;37;38;-13;-1;0;18;24;36;37;37;38;38;39;40;46;47;60;71
0;25;47;43;32;39;11;41;26;30;3;32;47;61;33;60;60;76;40;84;65;80;44;65;3;26;30;32;33;40;44;47;60;60;61;65;65;76;80;84
9;47;24;18;42;16;25;43;51;8;15;42;86;48;65;70;55;28;34;62;55;20;36;53;8;15;20;28;34;36;42;48;51;53;55;55;62;65;70;86
45;27;23;39;37;39;2;3;67;74;35;28;50;58;21;16;54;62;15;23;67;64;37;31;15;16;21;23;28;31;35;37;50;54;58;62;64;67;67;74
40;22;36;42;27;42;1;34;52;63;29;56;49;51;11;54;59;71;32;68;65;78;31;64;11;29;31;32;49;51;52;54;56;59;63;64;65;68;71;78
17;36;29;42;21;30;18;41;32;45;32;40;48;54;47;72;46;45;29;61;57;62;43;83;29;32;32;40;43;45;45;46;47;48;54;57;61;62;72;83
12;46;30;41;11;38;38;28;16;30;49;40;38;76;64;69;29;54;54;56;51;67;77;54;16;29;30;38;40;49;51;54;54;54;56;64;67;69;76;77
20;36;0;0;14;43;42;33;16;46;51;33;38;70;74;61;-3;42;22;19;-1;43;40;29;-3;-1;16;19;22;29;33;38;40;42;43;46;51;61;70;74
4;27;1;48;25;25;23;25;27;17;26;12;51;37;43;41;7;14;24;16;72;69;63;53;7;12;14;16;17;24;26;27;37;41;43;51;53;63;69;72
35;25;1;0;39;12;13;1;60;47;48;28;55;30;30;9;35;-6;9;-11;21;-1;8;-3;-11;-6;-3;-1;8;9;9;21;28;30;30;35;47;48;55;60
42;16;47;32;31;35;28;45;65;77;55;67;40;38;34;47;65;62;69;73;54;65;54;75;34;38;40;47;54;54;55;62;65;65;65;67;69;73;75;77
6;3;41;44;41;19;11;23;41;8;7;16;25;22;5;21;70;51;42;44;80;59;37;50;5;7;8;16;21;22;25;37;41;42;44;50;51;59;70;80
41;39;43;19;0;0;47;26;21;40;84;62;20;21;75;58;40;39;71;67;13;13;62;44;13;13;20;21;21;39;40;40;44;58;62;62;67;71;75;84
10;7;20;45;40;44;8;14;48;39;-1;23;37;50;15;11;58;62;23;28;72;75;53;48;-1;11;15;23;23;28;37;39;48;48;50;53;58;62;72;75
27;49;3;31;32;30;37;23;51;51;62;47;76;70;83;66;18;28;32;26;45;59;58;41;18;26;28;32;41;45;47;51;51;58;59;62;66;70;76;83
48;20;34;41;23;13;43;18;60;44;72;60;41;28;57;23;39;28;57;32;49;38;70;40;23;28;28;32;38;39;40;41;44;49;57;57;60;60;70;72
33;44;40;10;22;9;34;4;45;31;66;19;51;52;74;29;60;46;59;30;18;18;29;5;5;18;18;19;29;29;30;31;45;46;51;52;59;60;66;74
0;41;20;43;21;15;15;28;15;1;8;26;48;51;51;64;22;21;21;30;54;57;57;70;1;8;15;21;21;22;26;30;48;51;51;54;57;57;64;70
2;21;32;17;48;14;48;24;46;14;40;19;63;31;59;34;64;30;71;49;60;21;56;26;14;19;21;26;30;31;34;40;46;49;56;59;60;63;64;71
40;46;21;1;17;48;34;36;39;68;64;76;45;74;69;76;25;55;42;47;15;42;25;19;15;19;25;25;39;42;42;45;47;55;64;68;69;74;76;76
22;24;34;39;34;14;21;47;53;29;23;57;49;36;42;67;65;30;50;69;70;51;48;86;23;29;30;36;42;48;49;50;51;53;57;65;67;69;70;86
48;31;33;41;25;17;24;34;54;59;63;78;43;33;45;57;56;44;47;49;60;43;53;63;33;43;43;44;45;47;49;53;54;56;57;59;60;63;63;78
45;35;38;41;22;43;17;36;64;84;52;72;42;60;39;65;43;64;36;55;48;82;38;76;36;38;39;42;43;48;52;55;60;64;64;65;72;76;82;84
17;4;31;8;22;9;11;17;37;26;26;25;23;-2;1;18;40;28;29;34;19;16;14;17;-2;1;14;16;17;18;19;23;25;26;26;28;29;34;37;40
33;0;3;3;17;6;34;7;38;29;59;39;12;-12;14;3;12;0;19;-3;3;-1;32;0;-12;-3;-1;0;0;3;3;12;12;14;19;29;32;38;39;59
18;48;3;39;39;5;21;29;46;15;31;42;84;38;59;70;40;-8;22;15;62;43;49;67;-8;15;15;22;31;38;40;42;43;46;49;59;62;67;70;84
27;18;19;5;29;37;47;27;37;59;70;38;39;39;55;26;34;37;57;29;33;32;52;32;26;29;32;32;33;34;37;37;38;39;39;52;55;57;59;70
5;39;27;21;35;23;30;5;34;28;23;5;62;57;59;34;48;32;39;30;39;31;44;13;5;13;23;28;30;31;32;34;34;39;39;44;48;57;59;62
49;11;43;23;6;10;39;5;50;54;83;51;15;11;42;12;44;49;64;42;21;22;49;15;11;12;15;15;21;22;42;42;44;49;49;50;51;54;64;83
23;44;7;30;8;25;22;22;27;40;34;38;43;62;65;63;15;17;14;14;34;54;50;52;14;14;15;17;27;34;34;38;40;43;50;52;54;62;63;65
35;8;26;46;29;27;25;8;64;51;53;43;37;33;24;2;51;34;36;29;65;70;59;38;2;24;29;33;34;36;37;38;43;51;51;53;59;64;65;70
24;10;33;6;10;28;19;16;14;37;43;28;8;38;23;9;27;51;51;42;3;31;15;19;3;8;9;14;15;19;23;27;28;31;37;38;42;43;51;51
11;12;21;43;39;29;0;47;46;22;6;55;44;35;7;54;56;36;19;48;77;55;25;89;6;7;19;22;25;35;36;44;46;48;54;55;55;56;77;89
20;30;24;44;4;45;19;11;19;46;36;12;16;66;35;23;18;50;29;25;34;74;51;50;12;16;18;19;23;25;29;34;35;36;46;50;50;51;66;74
9;37;13;43;17;11;48;18;20;15;55;21;53;42;70;48;22;21;45;23;44;39;81;46;15;20;21;21;22;23;39;42;44;45;46;48;53;55;70;81
20;38;8;27;24;31;45;21;30;35;47;35;53;54;67;46;29;21;41;23;40;52;72;34;21;23;29;30;34;35;35;40;41;46;47;52;53;54;67;72
24;14;9;34;34;13;40;46;57;27;52;52;29;9;36;43;35;7;29;44;59;28;57;63;7;9;27;28;29;29;35;36;43;44;52;52;57;57;59;63
40;25;34;24;12;10;40;23;32;42;62;44;30;31;57;37;45;24;73;57;20;17;55;46;17;20;24;30;31;32;37;42;44;45;46;55;57;57;62;73
27;26;15;48;20;13;14;33;36;28;21;47;44;38;39;43;17;26;19;41;66;44;45;67;17;19;21;26;28;36;38;39;41;43;44;44;45;47;66;67
39;27;9;13;36;49;30;44;71;68;58;78;58;66;52;53;27;42;19;38;49;57;23;52;19;23;27;38;42;49;52;52;53;57;58;58;66;68;71;78
32;44;4;40;5;45;31;40;34;77;50;64;34;75;71;72;2;32;27;35;42;71;61;61;2;27;32;34;34;35;42;50;61;61;64;71;71;72;75;77
4;25;45;42;21;27;35;5;21;14;29;8;45;33;50;29;49;55;60;40;56;69;57;28;8;14;21;28;29;29;33;40;45;49;50;55;56;57;60;69
17;33;2;3;28;21;21;34;36;28;25;39;55;36;34;66;28;8;13;27;30;13;18;34;8;13;13;18;25;27;28;28;30;34;34;36;36;39;55;66
44;48;43;35;29;47;9;18;68;84;36;61;67;91;45;52;54;75;40;46;64;76;35;48;35;36;40;45;46;48;52;54;61;64;67;68;75;76;84;91
21;33;13;30;41;9;16;11;62;15;21;20;63;38;49;43;54;14;27;19;52;28;42;33;14;15;19;20;21;27;28;33;38;42;43;49;52;54;62;63
41;47;34;2;41;23;24;29;64;55;63;59;81;57;52;66;65;42;51;49;42;25;8;28;8;25;28;42;42;49;51;52;55;57;59;63;64;65;66;81
4;30;35;37;14;42;49;35;12;26;33;20;34;71;70;49;43;57;75;70;46;67;83;59;12;20;26;33;34;43;46;49;57;59;67;70;70;71;75;83
19;42;35;10;5;11;47;13;21;30;51;14;30;38;75;46;20;34;76;29;15;8;41;14;8;14;14;15;20;21;29;30;30;34;38;41;46;51;75;76
45;18;7;25;49;19;41;38;83;60;78;65;56;37;54;55;52;10;36;40;68;44;66;54;10;36;37;40;44;52;54;54;55;56;60;65;66;68;78;83
26;12;10;27;42;12;2;35;63;23;13;55;43;19;-3;33;47;8;-2;31;67;37;25;46;-3;-2;8;13;19;23;25;31;33;37;43;46;47;55;63;67
33;28;29;22;6;14;25;16;21;31;57;39;18;33;45;25;20;43;38;25;14;19;42;27;14;18;19;20;21;25;25;27;31;33;38;39;42;43;45;57
34;44;17;18;38;25;45;30;56;58;65;62;82;65;69;65;48;31;58;27;43;25;48;32;25;27;31;32;43;48;48;56;58;58;62;65;65;65;69;82
15;13;46;21;4;0;28;16;14;-2;34;16;3;-5;29;29;31;39;65;47;18;18;45;36;-5;-2;3;14;16;18;18;29;29;31;34;36;39;45;47;65
29;31;44;34;26;12;49;6;40;28;76;33;41;42;74;27;51;49;84;35;41;32;64;22;22;27;28;32;33;35;40;41;41;42;49;51;64;74;76;84
2;36;40;12;37;12;10;46;37;1;-3;31;53;44;46;73;77;50;47;83;40;22;18;40;-3;1;18;22;31;37;40;40;44;46;47;50;53;73;77;83
30;17;13;35;2;31;41;30;15;50;66;40;7;31;39;41;9;41;37;37;35;58;57;50;7;9;15;31;35;37;37;39;40;41;41;50;50;57;58;66
33;34;11;48;32;10;5;6;58;42;37;30;52;44;35;23;32;9;15;0;80;47;44;36;0;9;15;23;30;32;35;36;37;42;44;44;47;52;58;80
14;17;12;42;2;22;12;5;-2;26;15;5;10;19;22;14;6;29;22;17;37;49;51;33;-2;5;6;10;14;15;17;19;22;22;26;29;33;37;49;51
0;0;21;28;19;4;26;42;18;0;18;27;1;-7;23;42;20;21;46;61;30;29;39;57;-7;0;1;18;18;20;21;23;27;29;30;39;42;46;57;61
38;48;39;12;41;43;47;48;77;71;83;83;86;88;77;78;67;74;86;74;37;37;55;40;37;37;40;55;67;71;74;74;77;77;78;83;83;86;86;88
13;14;15;20;48;42;20;9;60;43;18;10;47;49;17;14;44;41;19;6;62;49;23;26;6;10;14;17;18;19;23;26;41;43;44;47;49;49;60;62
4;40;47;14;0;18;24;32;-11;22;9;19;38;43;58;70;39;65;53;73;-4;12;36;35;-11;-4;9;12;19;22;35;36;38;39;43;53;58;65;70;73
7;38;31;1;33;29;43;5;32;36;50;-5;64;49;79;43;49;40;63;34;20;25;26;-1;-5;-1;20;25;26;32;34;36;40;43;49;49;50;63;64;79
27;4;46;8;49;34;25;1;68;47;43;27;50;37;26;0;85;61;58;38;57;30;18;1;0;1;18;26;27;30;37;38;43;47;50;57;58;61;68;85
45;26;40;42;34;43;35;44;72;78;75;87;46;54;59;69;74;79;70;82;75;82;72;70;46;54;59;69;70;70;72;72;74;75;75;78;79;82;82;87
39;2;10;29;48;37;32;29;75;76;52;59;44;34;24;29;46;31;31;23;63;58;48;48;23;24;29;31;31;34;44;46;48;48;52;58;59;63;75;76
0;18;39;2;43;5;10;8;27;-10;-1;-3;58;6;27;17;74;43;42;45;26;1;7;5;-10;-3;-1;1;5;6;7;17;26;27;27;42;43;45;58;74
40;33;25;9;27;32;46;15;49;61;67;55;56;63;60;44;40;44;71;22;23;36;54;23;22;23;23;36;40;44;44;49;54;55;56;60;61;63;67;71
21;28;31;2;20;38;41;4;22;45;52;17;34;60;52;21;43;66;59;15;5;34;38;-9;-9;5;15;17;21;22;34;34;38;43;45;52;52;59;60;66
5;44;49;42;25;24;23;48;23;18;9;48;62;49;63;72;63;66;62;97;61;47;61;73;9;18;23;47;48;49;61;61;62;62;63;63;66;72;73;97
32;6;38;3;49;42;35;12;74;58;59;26;51;39;33;9;81;70;55;41;37;43;36;-5;-5;9;26;33;36;37;39;41;43;51;55;58;59;70;74;81
31;40;10;31;43;39;34;2;57;57;61;18;63;77;74;24;45;48;29;-8;66;51;51;31;-8;18;24;29;31;45;48;51;51;57;57;61;63;66;74;77
49;21;35;15;29;40;7;7;78;80;44;47;34;57;13;18;49;64;24;42;33;40;14;9;9;13;14;18;24;33;34;40;42;44;47;49;57;64;78;80
0;32;22;26;31;17;10;41;19;17;-5;28;46;46;40;62;41;37;23;63;53;25;30;50;-5;17;19;23;25;28;30;37;40;41;46;46;50;53;62;63
20;25;45;13;7;2;48;42;26;5;51;49;13;7;71;57;51;43;88;72;13;2;49;41;2;5;7;13;13;26;41;43;49;49;51;51;57;71;72;88
48;25;17;38;48;36;30;38;89;74;65;67;64;60;46;52;47;40;33;54;67;72;48;63;33;40;46;47;48;52;54;60;63;64;65;67;67;72;74;89
10;17;29;13;35;8;46;42;40;2;41;46;35;14;45;48;63;18;61;60;37;15;51;39;2;14;15;18;35;37;39;40;41;45;46;48;51;60;61;63
32;13;27;38;49;17;32;23;62;31;50;48;47;18;28;24;72;25;51;50;71;41;65;44;18;24;25;28;31;41;44;47;48;50;50;51;62;65;71;72
40;36;7;43;28;21;9;8;68;47;39;29;54;48;34;42;28;19;14;1;58;52;39;36;1;14;19;28;29;34;36;39;39;42;47;48;52;54;58;68
35;49;3;10;6;22;47;5;26;37;82;29;45;56;86;37;-7;24;37;-9;-4;29;54;12;-9;-7;-4;12;24;26;29;29;37;37;37;45;54;56;82;86
45;26;20;46;15;33;9;1;45;67;47;26;27;48;25;8;35;45;21;12;54;65;47;39;8;12;21;25;26;27;35;39;45;45;47;47;48;54;65;67
4;18;5;11;19;3;22;1;22;-9;7;4;33;3;40;4;15;5;8;-7;17;11;13;6;-9;-7;3;4;4;5;6;7;8;11;13;15;17;22;33;40
43;49;13;0;45;2;38;27;76;40;70;65;74;49;73;75;48;5;49;38;43;-16;26;14;-16;5;14;26;38;40;43;48;49;49;65;70;73;74;75;76
28;45;1;7;13;1;7;2;38;9;29;23;57;41;33;37;-3;-7;-5;-8;6;-2;2;2;-8;-7;-5;-3;-2;2;2;6;9;23;29;33;37;38;41;57
36;0;23;33;9;46;27;21;26;77;46;50;-3;37;11;21;22;53;38;26;32;71;53;45;-3;11;21;22;26;26;32;37;38;45;46;50;53;53;71;77
9;3;27;44;16;39;49;23;20;29;48;31;12;42;33;7;32;57;64;35;57;63;87;54;7;12;20;29;31;32;33;35;42;48;54;57;57;63;64;87
20;39;18;2;18;5;0;38;29;18;5;49;42;39;29;67;35;13;3;48;5;1;-2;27;-2;1;3;5;5;13;18;27;29;29;35;39;42;48;49;67
43;34;12;32;21;4;16;12;60;47;47;41;36;37;40;46;17;-1;11;21;35;26;47;32;-1;11;17;21;26;32;35;36;37;40;41;46;47;47;47;60
0;4;12;4;35;39;7;39;23;35;-6;26;34;34;11;33;40;41;14;39;24;36;0;35;-6;0;11;14;23;24;26;33;34;34;35;35;36;39;40;41
35;37;1;29;34;9;15;12;68;25;38;34;66;33;38;34;16;-1;2;-3;61;32;41;29;-3;-1;2;16;25;29;32;33;34;34;38;38;41;61;66;68
2;29;25;37;44;11;43;31;39;1;37;26;70;29;69;51;56;20;55;49;70;41;72;48;1;20;26;29;37;39;41;48;49;51;55;56;69;70;70;72
27;32;25;41;12;38;32;21;21;64;39;45;27;59;44;49;23;63;45;41;46;75;62;55;21;23;27;39;41;44;45;45;46;49;55;59;62;63;64;75
21;12;20;42;8;42;17;43;19;54;26;62;17;42;10;47;16;59;19;56;45;72;54;81;10;16;17;19;19;26;42;45;47;54;54;56;59;62;72;81
35;4;2;13;7;6;30;11;30;22;56;44;6;-7;34;2;-4;0;17;-1;20;4;33;12;-7;-4;-1;0;2;4;6;12;17;20;22;30;33;34;44;56
43;44;8;20;47;30;5;29;73;72;43;62;85;60;36;65;39;34;9;24;60;42;20;33;9;20;24;33;34;36;39;42;43;60;60;62;65;72;73;85
24;21;1;47;47;16;0;42;57;31;12;64;61;25;1;47;43;0;-9;39;77;55;31;78;-9;0;1;12;25;31;31;39;43;47;55;57;61;64;77;78
22;12;26;43;38;17;21;33;48;36;30;37;39;27;13;35;59;39;31;40;65;46;44;59;13;27;30;31;35;36;37;39;39;40;44;46;48;59;59;65
29;30;13;32;0;41;17;39;15;61;33;52;11;67;33;61;6;46;30;52;20;62;46;67;6;11;15;20;30;33;33;46;46;52;52;61;61;62;67;67
35;29;11;48;36;49;36;41;68;75;67;75;48;59;51;56;33;41;34;41;78;95;78;70;33;34;41;41;48;51;56;59;67;68;70;75;75;78;78;95
46;1;20;24;18;11;31;22;58;57;69;52;17;3;30;14;24;12;46;24;39;19;40;45;3;12;14;17;19;24;24;30;39;40;45;46;52;57;58;69
45;33;0;43;6;37;48;2;38;81;80;45;22;70;70;17;6;32;38;-1;42;63;71;30;-1;6;17;22;30;32;38;38;42;45;63;70;70;71;80;81
27;10;27;28;1;22;22;14;15;42;48;25;11;23;27;9;14;30;41;41;25;46;33;34;9;11;14;15;23;25;25;27;30;33;34;41;41;42;46;48
11;45;12;41;1;9;24;31;-6;20;28;35;41;35;66;64;-7;7;18;27;42;44;59;55;-7;-6;7;18;20;27;28;35;35;41;42;44;55;59;64;66
0;34;18;4;2;7;29;43;-5;6;9;26;20;24;46;62;7;24;39;53;-5;6;21;33;-5;-5;6;6;7;9;20;21;24;24;26;33;39;46;53;62
48;28;7;3;32;4;30;39;61;33;72;85;40;16;56;56;27;10;35;28;28;1;18;31;1;10;16;18;27;28;28;31;33;35;40;56;56;61;72;85
17;25;32;37;35;7;38;8;43;5;47;9;46;18;54;20;63;33;59;39;72;38;60;26;5;9;18;20;26;33;38;39;43;46;47;54;59;60;63;72
47;39;47;19;27;10;1;42;65;38;40;75;47;45;30;75;56;40;33;88;41;13;0;45;0;13;30;33;38;40;40;41;45;45;47;56;65;75;75;88
11;16;21;5;15;30;22;34;19;35;30;31;11;38;19;43;16;41;42;51;14;26;27;38;11;14;16;19;19;26;27;30;31;35;38;38;41;42;43;51
23;20;40;3;12;11;18;34;33;27;27;52;26;19;27;45;35;49;55;57;1;8;12;24;1;8;12;19;24;26;27;27;27;33;35;45;49;52;55;57
10;14;15;26;16;15;31;41;15;15;21;43;12;20;38;41;18;20;44;54;30;35;52;47;12;15;15;18;20;20;21;30;35;38;41;43;44;47;52;54
38;8;33;39;15;43;49;20;46;75;87;38;9;51;37;25;32;61;78;45;52;70;76;41;9;25;32;37;38;41;45;46;51;52;61;70;75;76;78;87
31;23;33;36;8;3;0;40;25;34;18;67;15;11;10;60;38;35;18;73;41;30;30;62;10;11;15;18;18;25;30;30;34;35;38;41;60;62;67;73
45;5;14;19;28;11;11;30;68;56;39;64;26;2;14;27;31;8;16;43;41;17;15;30;2;8;14;15;16;17;26;27;30;31;39;41;43;56;64;68
8;43;22;21;23;44;16;5;31;47;6;-6;59;76;50;32;33;61;28;19;25;56;19;26;-6;6;19;19;25;26;28;31;32;33;47;50;56;59;61;76
47;36;27;3;45;9;20;12;82;46;65;48;71;32;50;44;59;33;34;37;31;-1;14;-2;-2;-1;14;31;32;33;34;37;44;46;48;50;59;65;71;82
46;2;24;43;4;4;7;23;33;33;49;55;3;-8;1;7;10;22;14;32;30;43;40;59;-8;1;3;7;10;14;22;30;32;33;33;40;43;49;55;59
16;21;21;23;17;10;34;19;26;22;46;31;38;20;45;35;19;21;52;36;21;18;56;38;18;19;20;21;21;22;26;31;35;36;38;38;45;46;52;56
38;18;16;24;0;12;14;34;26;45;52;62;14;14;23;47;-1;9;22;40;11;30;35;53;-1;9;11;14;14;22;23;26;30;35;40;45;47;52;53;62
11;9;16;48;7;33;12;46;1;37;17;47;6;22;8;45;20;33;15;60;51;66;44;79;1;6;8;15;17;20;22;33;37;44;45;47;51;60;66;79
5;20;22;36;41;33;41;41;33;20;41;38;46;37;48;45;48;37;45;60;63;60;77;60;20;33;37;37;38;41;45;45;46;48;48;60;60;60;63;77
44;22;2;20;12;24;14;32;40;67;58;65;23;33;34;39;11;20;5;16;18;25;17;41;5;11;16;17;18;20;23;25;33;34;39;40;41;58;65;67
3;8;34;22;48;17;0;7;47;17;-6;9;54;25;6;-1;82;42;24;24;58;25;11;22;-6;-1;6;9;11;17;22;24;24;25;25;42;47;54;58;82
32;44;46;49;0;32;12;6;32;49;35;21;25;59;43;30;29;77;57;37;32;76;41;55;21;25;29;30;32;32;35;37;41;43;49;55;57;59;76;77
23;25;10;25;7;12;24;6;16;24;40;19;22;31;29;12;1;19;32;3;13;37;34;19;1;3;12;13;16;19;19;19;22;24;29;31;32;34;37;40
36;8;16;3;33;44;30;36;66;71;55;61;39;50;31;26;38;44;39;38;21;29;32;31;21;26;29;31;31;32;38;38;39;39;44;50;55;61;66;71
35;9;15;44;6;6;46;31;26;35;67;55;-2;8;48;39;18;13;58;28;39;50;73;72;-2;8;13;18;26;28;35;39;39;48;50;55;58;67;72;73
31;16;32;44;31;48;35;48;53;76;46;74;47;57;50;61;55;80;61;76;71;91;68;82;46;47;50;53;55;57;61;61;68;71;74;76;76;80;82;91
2;42;16;20;38;1;45;16;30;0;34;18;77;25;86;50;36;8;43;26;58;3;48;20;0;3;8;18;20;25;26;30;34;36;43;48;50;58;77;86
15;11;3;12;11;21;2;15;17;27;6;30;12;13;13;18;2;9;-5;-1;9;26;-5;12;-5;-5;-1;2;6;9;9;12;12;13;13;17;18;26;27;30
40;0;18;19;35;11;28;32;66;48;63;63;25;-9;17;16;35;18;32;43;41;13;43;48;-9;13;16;17;18;25;32;35;41;43;43;48;48;63;63;66
37;1;47;44;12;44;25;30;36;67;45;59;-6;45;10;27;50;88;53;64;39;88;61;66;-6;10;27;36;39;45;45;50;53;59;61;64;66;67;88;88
34;38;49;0;44;46;48;36;62;70;69;53;78;70;81;58;84;81;90;65;30;45;37;17;17;30;37;45;53;58;62;65;69;70;70;78;81;81;84;90
16;26;8;33;44;16;22;3;41;17;33;9;67;27;33;11;47;20;19;-8;64;35;41;29;-8;9;11;17;19;20;27;29;33;33;35;41;41;47;64;67
13;39;16;28;25;25;34;21;27;27;32;21;57;63;55;52;33;23;35;26;35;53;43;43;21;23;26;27;27;32;33;35;35;43;43;52;53;55;57;63
7;32;26;48;7;37;25;20;6;36;18;10;31;54;56;37;29;51;38;32;35;83;62;48;6;10;18;29;31;32;35;36;37;38;48;51;54;56;62;83
40;0;44;17;4;22;20;46;34;52;45;78;-8;22;10;30;42;52;64;74;7;35;24;52;-8;7;10;22;24;30;34;35;42;45;52;52;52;64;74;78
38;16;34;27;48;6;39;28;83;24;71;48;56;21;38;29;73;27;61;57;63;18;66;36;18;21;24;27;29;36;38;48;56;57;61;63;66;71;73;83
7;32;33;7;27;13;37;17;34;14;32;5;39;35;50;30;49;40;54;47;15;3;40;8;3;5;8;14;15;30;32;34;35;39;40;40;47;49;50;54
7;33;25;7;16;10;31;15;3;7;23;2;31;26;62;39;31;27;48;34;20;9;32;4;2;3;4;7;9;20;23;26;27;31;31;32;34;39;48;62
24;45;5;43;41;34;35;49;52;48;56;54;69;59;68;87;45;28;20;42;72;71;66;72;20;28;42;45;48;52;54;56;59;66;68;69;71;72;72;87
33;15;42;23;2;38;0;33;19;65;28;48;12;49;13;41;33;67;29;63;13;59;22;41;12;13;13;19;22;28;29;33;41;41;48;49;59;63;65;67
33;7;12;30;17;44;27;34;40;74;57;55;21;38;31;38;15;43;19;39;46;56;55;52;15;19;21;31;38;38;39;40;43;46;52;55;55;56;57;74
