q0p0;q0p1;q0p2;q0p3;q1p0;q1p1;q1p2;s[0, 4];s[0, 5];s[0, 6];s[1, 4];s[1, 5];s[1, 6];s[2, 4];s[2, 5];s[2, 6];s[3, 4];s[3, 5];s[3, 6];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11
17;11;18;48;38;2;36;52;3;44;32;11;40;43;13;48;78;50;83;3;11;13;32;40;43;44;48;50;52;78;83
37;40;40;25;30;29;20;49;51;37;52;64;54;54;62;41;46;40;43;37;40;41;43;46;49;51;52;54;54;62;64
11;29;10;13;32;22;43;28;13;52;56;35;53;42;21;40;29;17;42;13;17;21;28;29;35;40;42;42;52;53;56
47;49;10;32;3;9;46;45;52;89;44;43;80;7;5;43;33;32;61;5;7;32;33;43;43;44;45;52;61;80;89
30;47;9;44;9;26;37;35;48;64;46;55;71;15;18;39;37;59;73;15;18;35;37;39;46;48;55;59;64;71;73
4;23;45;29;32;24;26;29;28;15;36;30;47;63;60;52;56;37;51;15;28;29;30;36;37;47;51;52;56;60;63
8;43;4;0;30;45;44;32;53;47;57;68;73;15;32;45;14;29;39;14;15;29;32;32;39;45;47;53;57;68;73
10;21;37;12;35;29;2;25;23;12;48;42;6;57;51;21;30;30;3;3;6;12;21;23;25;30;30;42;48;51;57
5;27;37;11;7;24;34;-3;17;33;32;49;41;33;56;56;11;16;42;-3;11;16;17;32;33;33;41;42;49;56;56
19;49;40;41;34;36;24;47;46;34;74;74;63;71;75;57;61;70;45;34;45;46;47;57;61;63;70;71;74;74;75
6;21;20;14;47;27;28;42;21;22;51;30;29;67;35;31;42;34;33;21;22;29;30;31;33;34;35;42;42;51;67
0;23;40;33;38;22;49;33;11;30;45;37;66;69;50;89;66;47;69;11;30;33;37;45;47;50;66;66;69;69;89
17;41;20;2;9;49;19;12;51;26;30;87;42;27;58;19;6;45;18;6;12;18;19;26;27;30;42;45;51;58;87
42;37;27;23;25;19;39;48;51;78;43;37;69;49;43;55;47;24;56;24;37;43;43;47;48;49;51;55;56;69;78
39;2;45;20;19;1;40;47;25;66;20;-15;26;53;35;67;19;18;58;-15;18;19;20;25;26;35;47;53;58;66;67
15;3;33;3;1;45;27;8;60;33;4;32;19;23;73;45;-15;36;10;-15;4;8;10;19;23;32;33;36;45;60;73
14;31;23;33;25;5;22;31;6;18;38;19;51;32;28;30;49;34;44;6;18;19;28;30;31;32;34;38;44;49;51
3;26;4;22;28;23;27;27;22;19;41;45;40;20;24;30;47;45;42;19;20;22;24;27;30;40;41;42;45;45;47
21;40;27;47;4;21;36;10;42;52;37;56;60;25;38;58;39;49;72;10;25;37;38;39;42;49;52;56;58;60;72
37;6;40;45;41;26;8;63;50;28;32;18;5;74;47;41;85;70;43;5;18;28;32;41;43;47;50;63;70;74;85
25;36;27;38;47;10;22;70;27;38;68;33;43;62;29;37;65;30;58;27;29;30;33;37;38;43;58;62;65;68;70
39;47;46;30;44;14;46;71;47;76;71;47;85;80;57;84;68;41;60;41;47;47;57;60;68;71;71;76;80;84;85
19;36;30;24;22;24;9;23;37;18;42;58;40;35;52;23;42;42;26;18;23;23;26;35;37;40;42;42;42;52;58
32;45;19;41;1;23;29;28;53;44;42;63;71;17;41;47;39;45;58;17;28;39;41;42;44;45;47;53;58;63;71
1;28;16;3;44;17;37;35;11;21;68;35;51;59;24;44;31;0;37;0;11;21;24;31;35;35;37;44;51;59;68
47;48;27;42;47;10;5;88;37;35;76;57;37;70;36;15;87;40;29;15;29;35;36;37;37;40;57;70;76;87;88
8;42;48;27;8;8;16;12;12;9;48;30;40;39;45;51;21;18;23;9;12;12;18;21;23;30;39;40;45;48;51
0;43;31;1;0;15;8;-13;13;-10;24;40;36;13;28;36;-9;6;8;-13;-10;-9;6;8;13;13;24;28;36;36;40
37;0;25;27;23;2;9;51;35;27;17;0;-10;37;22;28;44;14;22;-10;0;14;17;22;22;27;28;35;37;44;51
10;13;5;35;21;20;5;27;22;0;19;18;5;26;25;7;39;36;23;0;5;7;18;19;22;23;25;26;27;36;39
20;34;14;13;37;18;10;46;22;29;51;49;36;34;31;6;41;21;22;6;21;22;22;29;31;34;36;41;46;49;51
37;6;32;41;4;21;27;31;40;56;1;20;32;19;49;48;34;43;51;1;19;20;31;32;34;40;43;48;49;51;56
12;13;21;5;11;46;45;4;54;42;19;43;38;32;50;57;3;41;35;3;4;19;32;35;38;41;42;43;50;54;57
23;8;17;1;22;22;34;45;34;52;26;24;25;28;19;47;22;23;20;19;20;22;23;24;25;26;28;34;45;47;52
37;24;3;17;0;17;7;20;49;25;18;29;26;-15;12;-8;12;28;12;-15;-8;12;12;12;18;20;25;26;28;29;49
47;38;13;18;44;46;27;76;75;58;74;83;53;50;55;25;50;57;35;25;35;50;50;53;55;57;58;74;75;76;83
35;22;8;41;36;13;30;54;47;59;57;33;42;24;2;30;73;52;54;2;24;30;33;42;47;52;54;54;57;59;73
24;8;46;46;18;38;6;29;50;13;22;28;-6;63;64;38;58;66;39;-6;13;22;28;29;38;39;50;58;63;64;66
4;36;29;0;35;45;46;38;46;33;64;67;70;60;68;66;21;26;43;21;26;33;38;43;46;60;64;66;67;68;70
1;34;20;31;5;12;47;2;-7;34;32;34;72;17;26;49;30;26;73;-7;2;17;26;26;30;32;34;34;49;72;73
44;11;3;40;34;21;23;75;58;57;32;28;23;32;19;25;59;55;61;19;23;25;28;32;32;55;57;58;59;61;75
22;44;22;30;21;44;25;41;48;28;59;80;58;24;52;30;39;72;48;24;28;30;39;41;48;48;52;58;59;72;80
26;19;5;17;24;41;33;33;61;43;33;54;40;28;41;20;37;49;49;20;28;33;33;37;40;41;43;49;49;54;61
40;37;34;41;36;17;20;70;40;53;62;43;40;66;47;50;57;50;50;40;40;43;47;50;50;50;53;57;62;66;70
41;18;10;5;12;38;15;42;59;52;14;44;18;8;28;23;10;39;16;8;10;14;16;18;23;28;39;42;44;52;59
11;4;25;18;37;15;32;31;18;28;28;3;30;54;40;45;53;33;40;3;18;28;28;30;31;33;40;40;45;53;54
31;16;3;48;15;40;9;33;57;35;17;42;18;17;41;-1;61;81;44;-1;17;17;18;33;35;41;42;44;57;61;81
48;21;30;32;49;24;42;82;64;72;61;35;59;78;41;72;68;56;69;35;41;56;59;61;64;68;69;72;72;78;82
16;22;28;9;4;40;11;3;56;23;25;44;21;28;68;21;5;41;19;3;5;19;21;21;23;25;28;41;44;56;68
2;47;8;37;46;15;44;32;11;35;75;51;74;36;8;49;73;39;74;8;11;32;35;36;39;49;51;73;74;74;75
8;27;5;3;13;42;26;2;37;28;24;61;45;6;38;31;1;35;26;1;2;6;24;26;28;31;35;37;38;45;61
40;42;16;24;15;39;0;52;69;23;46;80;34;27;54;9;31;48;14;9;14;23;27;31;34;46;48;52;54;69;80
32;29;42;49;38;8;27;64;35;58;64;27;48;71;46;67;73;44;59;27;35;44;46;48;58;59;64;64;67;71;73
19;21;40;47;23;39;9;33;42;25;31;57;23;57;72;47;65;67;38;23;25;31;33;38;42;47;57;57;65;67;72
35;6;23;30;9;12;22;29;43;44;-4;2;28;26;30;38;36;38;45;-4;2;26;28;29;30;36;38;38;43;44;45
17;25;40;16;37;10;4;47;10;14;43;25;25;71;44;26;47;18;15;10;14;15;18;25;25;26;43;44;47;47;71
2;36;35;6;44;30;7;36;18;-9;68;53;42;75;64;38;36;32;8;-9;8;18;32;36;36;38;42;53;64;68;75
13;18;24;32;17;16;40;20;20;33;32;19;45;41;32;50;49;44;67;19;20;20;32;32;33;41;44;45;49;50;67
42;45;44;37;34;37;46;71;60;76;66;68;73;71;61;88;52;63;76;52;60;61;63;66;68;71;71;73;76;76;88
16;18;37;23;39;41;39;37;41;55;46;58;46;66;65;58;43;54;49;37;41;43;46;46;49;54;55;58;58;65;66
40;6;20;18;34;8;13;74;39;46;25;0;13;54;14;27;42;22;20;0;13;14;20;22;25;27;39;42;46;54;74
49;46;49;46;0;22;47;30;70;87;33;64;90;38;58;82;27;48;93;27;30;33;38;48;58;64;70;82;87;90;93
44;43;25;1;22;45;7;56;84;45;52;79;45;28;61;27;16;31;-6;-6;16;27;28;31;45;45;52;56;61;79;84
28;37;37;47;10;39;18;29;61;39;42;59;36;39;62;51;42;85;63;29;36;39;39;42;42;51;59;61;62;63;85
7;14;39;46;42;19;15;32;13;14;44;29;23;63;47;42;73;59;44;13;14;23;29;32;42;44;44;47;59;63;73
23;16;39;27;21;3;20;36;24;33;35;14;26;54;42;58;37;19;30;14;19;24;26;30;33;35;36;37;42;54;58
44;0;47;3;34;18;19;74;45;61;14;11;3;61;50;51;35;20;20;3;11;14;20;20;35;45;50;51;61;61;74
21;32;46;17;48;46;34;62;66;39;64;60;65;88;78;71;58;49;39;39;39;49;58;60;62;64;65;66;71;78;88
38;22;3;7;46;41;18;66;73;54;55;63;27;47;36;8;40;46;15;8;15;27;36;40;46;47;54;55;63;66;73
6;42;1;33;30;26;47;23;27;49;60;65;78;12;22;46;51;56;80;12;22;23;27;46;49;51;56;60;65;78;80
40;39;36;8;7;10;43;41;37;76;34;48;72;41;44;75;8;16;39;8;16;34;37;39;41;41;44;48;72;75;76
11;44;27;11;29;20;35;39;16;40;62;47;74;41;33;45;27;12;35;12;16;27;33;35;39;40;41;45;47;62;74
18;9;37;13;42;17;37;54;25;53;34;14;40;64;36;67;52;22;42;14;22;25;34;36;40;42;52;53;54;64;67
27;22;4;6;44;45;19;57;57;29;53;64;32;42;42;9;45;44;22;9;22;29;32;42;42;44;45;53;57;57;64
4;46;36;4;7;40;2;6;35;4;34;67;28;41;69;25;2;31;-10;-10;2;4;6;25;28;31;34;35;41;67;69
26;41;27;43;10;3;46;26;23;72;40;32;82;29;19;59;42;43;83;19;23;26;29;32;40;42;43;59;72;82;83
11;26;47;26;16;20;39;25;13;34;40;44;57;55;58;81;35;32;46;13;25;32;34;35;40;44;46;55;57;58;81
30;49;41;15;12;17;2;33;38;21;60;47;49;33;57;24;27;13;15;13;15;21;24;27;33;33;38;47;49;57;60
15;38;37;23;8;5;19;20;0;20;45;39;40;41;39;49;25;20;33;0;20;20;20;25;33;39;39;40;41;45;49
15;19;49;27;14;3;7;29;1;7;29;3;17;53;43;50;34;22;15;1;3;7;15;17;22;29;29;34;43;50;53
37;40;0;6;20;39;45;38;56;68;51;75;68;13;34;31;25;32;33;13;25;31;32;33;34;38;51;56;68;68;75
12;13;4;21;26;2;22;30;0;20;38;-2;23;15;-10;17;42;6;42;-10;-2;0;6;15;17;20;23;30;38;42;42
40;30;33;24;38;37;45;69;62;75;57;60;57;63;57;61;55;58;60;55;57;57;57;58;60;60;61;62;63;69;75
26;22;33;49;9;5;16;23;27;22;28;13;35;40;26;45;38;42;63;13;22;23;26;27;28;35;38;40;42;45;63
34;38;28;34;2;8;44;30;37;75;39;45;74;11;24;71;24;39;76;11;24;24;30;37;39;39;45;71;74;75;76
38;8;48;22;13;13;6;39;33;38;14;19;14;57;43;42;26;22;11;11;14;14;19;22;26;33;38;39;42;43;57
0;21;26;30;36;40;3;16;28;-13;39;48;23;44;64;9;63;67;30;-13;9;16;23;28;30;39;44;48;63;64;67
48;1;9;16;20;32;7;51;78;35;8;24;-1;16;41;-3;34;28;23;-3;-1;8;16;23;24;28;34;35;41;51;78
1;25;5;10;43;21;13;35;16;5;62;26;24;31;12;-1;42;30;17;-1;5;12;16;17;24;26;30;31;35;42;62
15;43;1;14;10;9;31;17;18;29;46;33;70;-9;-2;19;12;23;31;-9;-2;12;17;18;19;23;29;31;33;46;70
3;1;41;26;16;30;45;0;16;34;2;24;32;43;58;82;42;44;61;0;2;16;24;32;34;42;43;44;58;61;82
46;47;28;17;7;13;33;39;53;63;47;51;78;17;35;57;8;25;44;8;17;25;35;39;44;47;51;53;57;63;78
29;33;2;5;41;7;31;69;20;57;64;25;53;34;1;14;42;-7;33;-7;1;14;20;25;33;34;42;53;57;64;69
5;28;35;32;15;49;35;10;48;24;33;75;43;41;67;63;41;74;66;10;24;33;41;41;43;48;63;66;67;74;75
8;12;21;36;9;47;9;15;45;0;18;55;9;26;60;30;25;80;34;0;9;15;18;25;26;30;34;45;55;60;80
30;4;4;29;27;24;23;43;34;47;24;17;23;23;9;21;40;35;32;9;17;21;23;23;24;32;34;35;40;43;47
3;17;9;18;42;0;46;32;1;44;41;15;62;49;0;44;42;12;62;0;1;12;15;32;41;42;44;44;49;62;62
15;8;20;49;36;15;49;35;13;48;37;15;46;36;35;64;82;49;96;13;15;35;35;36;37;46;48;49;64;82;96
2;4;5;7;23;5;18;25;-3;17;22;-5;14;28;-6;3;25;6;7;-6;-5;-3;3;6;7;14;17;22;25;25;28
12;6;26;45;42;14;31;50;14;35;34;5;26;63;25;40;73;47;74;5;14;25;26;34;35;40;47;50;63;73;74
27;26;9;15;22;24;36;40;43;51;38;49;59;27;14;32;17;29;47;14;17;27;29;32;38;40;43;47;49;51;59
20;27;24;39;6;15;16;21;30;26;18;28;26;14;34;33;28;34;35;14;18;21;26;26;28;28;30;33;34;34;35
8;22;5;38;41;38;38;49;43;30;51;51;41;30;26;39;64;57;68;26;30;30;39;41;43;49;51;51;57;64;68
31;45;17;13;24;19;3;36;34;19;62;49;30;27;32;8;32;26;8;8;8;19;26;27;30;32;32;34;36;49;62
12;19;30;9;31;17;22;26;12;17;43;31;28;58;36;41;36;6;21;6;12;17;21;26;28;31;36;36;41;43;58
17;44;1;11;7;40;18;4;51;26;34;67;50;-3;34;16;17;48;24;-3;4;16;17;24;26;34;34;48;50;51;67
3;17;41;47;10;39;16;-2;22;1;13;50;16;35;80;47;41;74;59;-2;1;13;16;22;35;41;47;50;59;74;80
17;1;26;8;32;5;38;48;15;35;28;-9;19;56;30;63;29;-3;44;-9;-3;15;19;28;29;30;35;44;48;56;63
35;24;10;1;7;8;32;42;42;48;20;19;46;-3;-2;30;7;2;22;-3;-2;2;7;19;20;22;30;42;42;46;48
16;39;10;0;33;8;45;35;4;53;71;31;70;40;12;53;31;-10;26;-10;4;12;26;31;31;35;40;53;53;70;71
18;5;3;49;46;32;8;50;40;11;31;27;9;41;25;2;84;64;56;2;9;11;25;27;31;40;41;50;56;64;84
49;40;39;12;30;47;40;62;87;79;61;72;78;68;84;62;36;56;50;36;50;56;61;62;62;68;72;78;79;84;87
11;33;35;40;2;26;18;5;29;9;28;46;45;20;53;45;40;57;43;5;9;20;28;29;40;43;45;45;46;53;57
49;41;46;18;28;4;1;62;36;50;66;31;36;54;37;42;40;21;11;11;21;31;36;36;37;40;42;50;54;62;66
43;26;31;43;29;16;36;60;44;60;55;30;53;50;29;59;63;49;64;29;30;44;49;50;53;55;59;60;60;63;64
42;2;29;22;17;49;45;53;81;86;8;44;30;27;78;71;36;57;51;8;27;30;36;44;51;53;57;71;78;81;86
44;46;17;46;34;48;8;62;78;32;76;93;47;51;52;9;80;76;35;9;32;35;47;51;52;62;76;76;78;80;93
6;47;37;32;23;21;30;23;23;18;57;64;62;60;46;62;49;50;49;18;23;23;46;49;49;50;57;60;62;62;64
40;46;30;23;4;9;15;40;45;55;41;49;47;30;21;28;8;26;23;8;21;23;26;28;30;40;41;45;47;49;55
32;34;35;39;40;16;39;65;32;59;64;43;58;59;42;62;72;38;74;32;38;42;43;58;59;59;62;64;65;72;74
19;25;13;25;39;47;11;43;47;23;57;71;34;52;45;10;50;52;36;10;23;34;36;43;45;47;50;52;52;57;71
42;23;36;28;14;36;7;48;75;42;30;49;18;34;59;31;40;55;23;18;23;30;31;34;40;42;48;49;55;59;75
37;29;15;33;9;39;6;46;57;35;36;57;33;20;35;4;24;57;23;4;20;23;24;33;35;35;36;46;57;57;57
34;36;38;19;46;24;34;80;53;50;78;44;50;76;47;55;52;43;47;43;44;47;47;50;50;52;53;55;76;78;80
29;37;14;32;34;34;16;47;51;35;71;66;40;38;45;21;47;61;29;21;29;35;38;40;45;47;47;51;61;66;71
4;2;15;7;47;16;40;41;11;31;37;6;37;48;26;54;52;11;34;6;11;11;26;31;34;37;37;41;48;52;54
26;25;11;31;48;30;42;73;56;67;58;42;57;46;32;47;59;47;60;32;42;46;47;47;56;57;58;59;60;67;73
25;27;49;6;13;14;31;23;36;56;34;24;51;56;62;79;0;11;23;0;11;23;23;24;34;36;51;56;56;62;79
11;41;24;46;8;33;1;12;43;9;48;63;36;15;46;20;35;75;32;9;12;15;20;32;35;36;43;46;48;63;75
22;32;43;0;43;42;43;60;48;45;62;55;59;81;66;76;41;27;43;27;41;43;45;48;55;59;60;62;66;76;81
34;6;8;35;21;12;6;50;35;40;12;9;0;25;2;11;52;35;26;0;2;9;11;12;25;26;35;35;40;50;52
45;49;19;25;5;14;1;45;50;37;36;56;47;22;19;11;26;35;6;6;11;19;22;26;35;36;37;45;47;50;56
1;13;20;10;8;29;23;2;10;13;21;27;34;9;46;30;8;32;18;2;8;9;10;13;18;21;27;30;32;34;46
0;12;23;36;13;20;43;1;20;34;21;19;41;19;31;66;32;53;59;1;19;19;20;21;31;32;34;41;53;59;66
5;10;41;16;38;36;1;24;21;5;35;32;2;62;63;37;37;47;7;2;5;7;21;24;32;35;37;37;47;62;63
37;36;26;46;26;17;19;51;39;37;48;51;50;47;28;43;54;56;57;28;37;39;43;47;48;50;51;51;54;56;57
3;2;13;23;23;32;45;20;32;45;25;26;27;25;30;44;39;52;53;20;25;25;26;27;30;32;39;44;45;52;53
3;44;33;7;38;35;30;40;33;25;71;70;71;63;60;58;43;40;21;21;25;33;40;40;43;58;60;63;70;71;71
48;23;8;22;11;42;15;53;80;60;17;63;30;-1;31;19;24;62;25;-1;17;19;24;25;30;31;53;60;62;63;80
31;41;47;40;6;9;30;37;21;53;29;37;63;41;47;65;36;32;52;21;29;32;36;37;37;41;47;52;53;63;65
47;0;34;10;2;29;34;37;58;67;-12;10;34;26;62;62;1;26;29;-12;1;10;26;26;29;34;37;58;62;62;67
37;41;23;42;49;44;23;71;81;50;87;79;50;65;66;29;89;75;63;29;50;50;63;65;66;71;75;79;81;87;89
23;7;8;13;17;45;36;28;58;47;21;34;23;9;48;29;16;48;49;9;16;21;23;28;29;34;47;48;48;49;58
10;1;26;3;29;39;13;20;29;17;27;25;3;54;48;27;20;38;6;3;6;17;20;20;25;27;27;29;38;48;54
42;14;19;11;22;13;18;48;42;54;26;20;14;24;28;35;19;19;13;13;14;19;19;20;24;26;28;35;42;48;54
41;3;25;38;6;1;43;40;33;82;6;-11;42;13;7;67;26;23;74;-11;6;7;13;23;26;33;40;42;67;74;82
3;31;29;41;47;34;5;46;25;0;58;45;22;60;47;18;78;74;33;0;18;22;25;33;45;46;47;58;60;74;78
17;24;39;8;9;15;11;22;27;17;30;22;26;48;43;31;11;5;10;5;10;11;17;22;22;26;27;30;31;43;48
2;1;39;20;31;40;26;26;24;10;14;38;10;56;75;64;46;41;31;10;10;14;24;26;31;38;41;46;56;64;75
16;1;12;41;31;34;18;31;35;15;21;18;13;23;35;12;63;69;57;12;13;15;18;21;23;31;35;35;57;63;69
2;46;17;4;1;21;8;-10;5;10;37;58;37;-1;21;6;-6;25;2;-10;-6;-1;2;5;6;10;21;25;37;37;58
9;45;29;43;29;40;38;20;33;41;57;82;80;58;55;55;67;70;74;20;33;41;55;55;57;58;67;70;74;80;82
41;39;22;32;49;9;27;89;44;56;75;45;47;71;13;33;76;41;41;13;33;41;41;44;45;47;56;71;75;76;89
8;41;14;47;14;44;5;3;38;7;40;65;28;19;55;-1;42;88;49;-1;3;7;19;28;38;40;42;49;55;65;88
30;9;21;3;5;14;12;19;26;42;14;13;15;11;28;16;-3;-2;11;-3;-2;11;11;13;14;15;16;19;26;28;42
33;28;35;48;2;45;13;20;76;41;26;58;30;30;66;46;34;90;44;20;26;30;30;34;41;44;46;58;66;76;90
11;5;23;26;47;29;23;58;29;17;34;27;18;69;42;31;70;47;32;17;18;27;29;31;32;34;42;47;58;69;70
27;11;28;26;1;25;11;19;33;38;7;25;14;10;49;19;16;42;29;7;10;14;16;19;19;25;29;33;38;42;49
0;12;43;26;5;30;34;4;26;23;9;37;44;42;70;58;14;53;58;4;9;14;23;26;37;42;44;53;58;58;70
13;33;14;28;43;32;47;47;37;59;57;64;72;43;42;54;70;58;63;37;42;43;47;54;57;58;59;63;64;70;72
30;35;33;8;43;18;33;56;34;45;62;49;56;73;47;55;36;19;40;19;34;36;40;45;47;49;55;56;56;62;73
26;38;38;49;26;37;11;46;46;23;54;74;46;46;58;30;55;84;44;23;30;44;46;46;46;46;54;55;58;74;84
20;23;39;33;18;8;40;31;21;53;35;16;56;46;45;62;37;39;70;16;21;31;35;37;39;45;46;53;56;62;70
6;49;33;22;36;4;31;23;3;24;71;36;69;69;29;58;57;9;37;3;9;23;24;29;36;37;57;58;69;69;71
47;23;49;40;15;36;6;49;70;36;26;40;28;58;80;35;39;70;35;26;28;35;35;36;39;40;49;58;70;70;80
11;29;47;38;23;49;35;30;46;45;49;70;50;51;83;81;44;67;57;30;44;45;46;49;50;51;57;67;70;81;83
46;13;37;26;39;37;25;82;78;65;46;32;25;72;54;44;63;50;40;25;32;40;44;46;50;54;63;65;72;78;82
12;7;2;19;9;11;22;5;17;22;10;11;10;7;12;19;13;12;37;5;7;10;10;11;12;12;13;17;19;22;37
39;1;8;9;24;7;26;55;39;62;15;5;19;14;11;21;13;2;23;2;5;11;13;14;15;19;21;23;39;55;62
10;24;46;18;38;7;4;42;1;0;61;22;19;73;51;33;46;18;22;0;1;18;19;22;22;33;42;46;51;61;73
39;20;42;15;8;23;24;46;42;63;16;30;33;36;62;61;14;27;30;14;16;27;30;30;33;36;42;46;61;62;63
31;11;10;8;8;35;28;25;50;46;8;31;37;7;34;28;1;31;28;1;7;8;25;28;28;31;31;34;37;46;50
12;43;39;10;34;22;31;45;17;30;61;45;74;73;53;50;31;19;33;17;19;30;31;33;45;45;50;53;61;73;74
11;25;2;6;2;42;39;-2;42;31;18;61;62;-7;26;27;5;36;25;-7;-2;5;18;25;26;27;31;36;42;61;62
10;6;21;18;4;26;8;-3;29;14;-3;23;9;24;32;18;7;35;19;-3;-3;7;9;14;18;19;23;24;29;32;35
45;29;22;41;2;47;32;36;74;64;22;75;54;15;55;36;26;68;67;15;22;26;36;36;54;55;64;67;68;74;75
11;19;7;4;16;4;17;7;14;9;30;8;35;15;-8;21;1;-2;9;-8;-2;1;7;8;9;9;14;15;21;30;35
31;14;37;35;40;5;6;70;19;20;46;12;9;64;26;42;55;22;38;9;12;19;20;22;26;38;42;46;55;64;70
16;2;41;37;44;0;0;43;-3;9;35;-3;0;78;26;28;63;36;25;-3;-3;0;9;25;26;28;35;36;43;63;78
43;34;40;24;21;43;2;51;86;29;51;70;21;44;68;35;44;67;23;21;23;29;35;44;44;51;51;67;68;70;86
25;29;31;23;45;20;43;64;43;65;57;37;61;67;48;71;60;25;48;25;37;43;48;48;57;60;61;64;65;67;71
37;10;27;0;0;37;24;26;73;42;1;28;32;27;45;37;-5;18;19;-5;1;18;19;26;27;28;32;37;42;45;73
31;24;15;17;21;25;11;47;36;29;43;45;32;31;27;21;18;26;25;18;21;25;26;27;29;31;32;36;43;45;47
46;36;23;25;16;38;27;54;64;56;50;69;54;38;61;48;23;58;51;23;38;48;50;51;54;54;56;58;61;64;69
31;34;21;32;38;10;28;62;23;52;52;38;45;56;29;30;51;40;48;23;29;30;38;40;45;48;51;52;52;56;62
24;25;34;12;15;10;13;21;14;35;36;23;35;29;40;39;25;13;14;13;14;14;21;23;25;29;35;35;36;39;40
16;29;41;6;37;9;5;50;9;10;64;35;29;62;30;43;26;7;-2;-2;7;9;10;26;29;30;35;43;50;62;64
10;10;1;3;43;12;8;45;11;2;43;17;0;38;0;-6;43;0;4;-6;0;0;0;2;4;11;17;38;43;43;45
26;6;15;41;17;44;35;29;57;42;6;50;23;28;40;33;56;77;65;6;23;28;29;33;40;42;50;56;57;65;77
39;49;1;3;36;39;1;61;77;23;76;87;37;26;32;-8;25;41;4;-8;4;23;25;26;32;37;41;61;76;77;87
10;43;49;1;13;22;9;20;24;1;36;51;40;54;59;50;-1;8;0;-1;0;1;8;20;24;36;40;50;51;54;59
18;9;43;26;28;15;14;28;24;23;25;5;15;59;40;42;39;40;29;5;15;23;24;25;28;29;39;40;40;42;59
36;3;33;40;33;21;11;63;49;38;27;10;4;53;47;25;62;56;32;4;10;25;27;32;38;47;49;53;56;62;63
6;44;4;29;32;15;19;30;20;16;75;49;44;33;8;17;45;35;30;8;16;17;20;30;30;33;35;44;45;49;75
37;49;22;9;13;14;48;43;40;82;46;47;94;30;16;58;6;18;50;6;16;18;30;40;43;46;47;50;58;82;94
45;19;22;22;16;41;39;59;68;79;26;41;57;30;49;44;35;44;56;26;30;35;41;44;44;49;56;57;59;68;79
26;27;13;38;5;41;37;21;57;43;14;54;48;1;40;31;30;65;60;1;14;21;30;31;40;43;48;54;57;60;65
27;6;31;26;41;46;29;53;54;42;40;41;29;55;64;51;56;67;48;29;40;41;42;48;51;53;54;55;56;64;67
8;14;26;6;16;10;41;16;11;39;16;8;51;23;23;54;2;6;40;2;6;8;11;16;16;23;23;39;40;51;54
27;22;13;18;42;30;2;52;41;20;60;43;11;54;26;6;43;32;5;5;6;11;20;26;32;41;43;43;52;54;60
27;3;23;1;41;43;21;66;63;38;32;38;24;50;56;31;37;41;11;11;24;31;32;37;38;38;41;50;56;63;66
9;42;19;16;45;46;23;40;48;23;82;70;61;57;54;32;48;46;22;22;23;32;40;46;48;48;54;57;61;70;82
9;24;25;4;23;18;17;18;19;17;31;32;28;40;23;35;9;6;20;6;9;17;18;19;20;23;28;31;32;35;40
30;23;16;35;24;2;2;45;12;20;38;8;24;40;9;10;46;36;33;8;9;10;12;20;24;33;36;38;40;45;46
0;37;39;17;44;21;22;44;18;13;72;46;55;82;54;55;43;34;23;13;18;23;34;43;44;46;54;55;55;72;82
31;22;40;10;11;32;27;42;50;50;18;39;35;44;53;62;11;25;35;11;18;25;35;35;39;42;44;50;50;53;62
34;7;37;41;47;3;31;61;30;58;54;0;31;76;26;68;85;33;72;0;26;30;31;33;54;58;61;68;72;76;85
17;0;44;32;0;8;18;-2;16;22;-14;4;-1;42;44;59;21;27;30;-14;-2;-1;4;16;21;22;27;30;42;44;59
25;35;26;16;41;10;46;48;23;51;63;40;73;65;30;55;39;11;46;11;23;30;39;40;46;48;51;55;63;65;73
2;2;5;8;11;42;14;11;38;13;2;40;14;15;44;8;11;46;13;2;8;11;11;13;13;14;15;38;40;44;46
46;21;11;16;10;8;13;39;49;59;31;28;18;12;7;15;26;20;29;7;12;15;18;20;26;28;29;31;39;49;59
19;27;40;29;43;30;18;52;33;17;57;56;44;71;50;52;68;54;35;17;33;35;44;50;52;52;54;56;57;68;71
47;7;25;26;23;48;16;54;80;47;26;41;4;39;57;37;34;64;32;4;26;32;34;37;39;41;47;54;57;64;80
25;38;45;16;20;6;30;27;12;39;50;25;59;60;40;60;34;18;35;12;18;25;27;34;35;39;40;50;59;60;60
26;0;38;41;2;1;0;20;7;9;-9;-5;-20;35;25;37;35;25;22;-20;-9;-5;7;9;20;22;25;25;35;35;37
19;19;11;30;16;35;18;22;52;20;32;52;25;14;44;24;33;63;38;14;20;22;24;25;32;33;38;44;52;52;63
3;22;49;28;27;4;9;21;0;-1;32;20;29;62;41;56;47;12;17;-1;0;12;17;20;21;29;32;41;47;56;62
13;31;2;31;19;37;33;15;32;43;47;58;64;15;34;20;43;49;64;15;15;20;32;34;43;43;47;49;58;64;64
29;47;27;17;31;32;46;53;52;75;67;68;73;39;45;64;34;31;53;31;34;39;45;52;53;53;64;67;68;73;75
48;8;33;39;40;16;7;86;50;53;28;13;5;64;43;31;67;54;29;5;13;28;29;31;43;50;53;54;64;67;86
